n	uL	uR	sensor 0	sensor 1	sensor 2	sensor 3	sensor 4	sensor 5	error
332.0	-23.0	23.0	0.0	0.0	784.0	653.0	53.0	0.0	9.0
333.0	4.0	-4.0	0.0	0.0	798.0	663.0	53.0	0.0	7.0
334.0	3.0	-3.0	0.0	0.0	793.0	658.0	53.0	0.0	7.0
335.0	3.0	-3.0	0.0	0.0	788.0	653.0	53.0	0.0	8.0
336.0	4.0	-4.0	3.0	5.0	793.0	658.0	59.0	0.0	13.0
337.0	6.0	-6.0	0.0	0.0	798.0	663.0	53.0	0.0	7.0
338.0	3.0	-3.0	0.0	0.0	793.0	653.0	53.0	0.0	6.0
339.0	3.0	-3.0	0.0	5.0	793.0	663.0	64.0	2.0	20.0
340.0	10.0	-10.0	0.0	0.0	793.0	658.0	53.0	0.0	7.0
341.0	3.0	-3.0	0.0	0.0	793.0	653.0	48.0	0.0	-49.0
342.0	-24.0	24.0	0.0	0.0	788.0	653.0	53.0	0.0	8.0
343.0	4.0	-4.0	0.0	0.0	793.0	663.0	53.0	0.0	9.0
344.0	4.0	-4.0	0.0	0.0	793.0	653.0	53.0	0.0	6.0
345.0	3.0	-3.0	0.0	0.0	788.0	653.0	53.0	0.0	8.0
346.0	4.0	-4.0	0.0	0.0	793.0	658.0	53.0	0.0	7.0
347.0	3.0	-3.0	0.0	0.0	793.0	658.0	53.0	0.0	7.0
348.0	3.0	-3.0	0.0	0.0	788.0	653.0	53.0	0.0	8.0
349.0	4.0	-4.0	0.0	0.0	793.0	658.0	53.0	0.0	7.0
350.0	3.0	-3.0	0.0	0.0	793.0	663.0	53.0	0.0	9.0
351.0	4.0	-4.0	0.0	0.0	788.0	653.0	53.0	0.0	8.0
352.0	4.0	-4.0	3.0	5.0	793.0	663.0	64.0	2.0	20.0
353.0	10.0	-10.0	0.0	0.0	793.0	663.0	53.0	0.0	9.0
354.0	4.0	-4.0	0.0	0.0	793.0	653.0	53.0	0.0	6.0
355.0	3.0	-3.0	0.0	5.0	793.0	658.0	59.0	0.0	13.0
356.0	6.0	-6.0	0.0	0.0	798.0	663.0	53.0	0.0	7.0
357.0	3.0	-3.0	0.0	0.0	798.0	653.0	53.0	0.0	4.0
358.0	2.0	-2.0	0.0	0.0	788.0	658.0	53.0	0.0	9.0
359.0	4.0	-4.0	0.0	0.0	793.0	663.0	53.0	0.0	9.0
360.0	4.0	-4.0	0.0	0.0	793.0	653.0	53.0	0.0	6.0
361.0	3.0	-3.0	0.0	0.0	784.0	653.0	53.0	0.0	9.0
362.0	4.0	-4.0	0.0	0.0	793.0	663.0	53.0	0.0	9.0
363.0	4.0	-4.0	0.0	0.0	793.0	658.0	48.0	0.0	-47.0
364.0	-23.0	23.0	0.0	0.0	784.0	653.0	53.0	0.0	9.0
365.0	4.0	-4.0	0.0	0.0	793.0	663.0	53.0	0.0	9.0
366.0	4.0	-4.0	0.0	0.0	793.0	663.0	53.0	0.0	9.0
367.0	4.0	-4.0	0.0	0.0	784.0	647.0	48.0	0.0	-48.0
368.0	-24.0	24.0	3.0	5.0	798.0	663.0	64.0	2.0	18.0
369.0	9.0	-9.0	0.0	0.0	793.0	663.0	53.0	0.0	9.0
370.0	4.0	-4.0	0.0	0.0	798.0	653.0	53.0	0.0	4.0
371.0	2.0	-2.0	0.0	11.0	798.0	663.0	64.0	2.0	18.0
372.0	9.0	-9.0	0.0	0.0	793.0	663.0	53.0	0.0	9.0
373.0	4.0	-4.0	0.0	0.0	798.0	653.0	53.0	0.0	4.0
374.0	2.0	-2.0	0.0	0.0	788.0	653.0	53.0	0.0	8.0
375.0	4.0	-4.0	0.0	0.0	793.0	658.0	53.0	0.0	7.0
376.0	3.0	-3.0	0.0	0.0	793.0	653.0	48.0	0.0	-49.0
377.0	-24.0	24.0	0.0	0.0	784.0	653.0	53.0	0.0	9.0
378.0	4.0	-4.0	0.0	0.0	793.0	658.0	53.0	0.0	7.0
379.0	3.0	-3.0	0.0	0.0	793.0	663.0	53.0	0.0	9.0
380.0	4.0	-4.0	0.0	0.0	784.0	653.0	53.0	0.0	9.0
381.0	4.0	-4.0	0.0	0.0	793.0	658.0	53.0	0.0	7.0
382.0	3.0	-3.0	0.0	0.0	793.0	663.0	53.0	0.0	9.0
383.0	4.0	-4.0	0.0	0.0	784.0	653.0	53.0	0.0	9.0
384.0	4.0	-4.0	3.0	5.0	798.0	663.0	64.0	2.0	18.0
385.0	9.0	-9.0	0.0	0.0	793.0	663.0	53.0	0.0	9.0
386.0	4.0	-4.0	0.0	0.0	793.0	647.0	48.0	0.0	-51.0
387.0	-25.0	25.0	0.0	5.0	793.0	658.0	59.0	0.0	13.0
388.0	6.0	-6.0	0.0	0.0	798.0	663.0	53.0	0.0	7.0
389.0	3.0	-3.0	0.0	0.0	793.0	653.0	53.0	0.0	6.0
390.0	3.0	-3.0	0.0	0.0	788.0	653.0	53.0	0.0	8.0
391.0	4.0	-4.0	0.0	0.0	793.0	658.0	53.0	0.0	7.0
392.0	3.0	-3.0	0.0	0.0	793.0	653.0	53.0	0.0	6.0
393.0	3.0	-3.0	0.0	0.0	784.0	653.0	53.0	0.0	9.0
394.0	4.0	-4.0	0.0	0.0	798.0	663.0	53.0	0.0	7.0
395.0	3.0	-3.0	0.0	0.0	793.0	658.0	53.0	0.0	7.0
396.0	3.0	-3.0	0.0	0.0	788.0	653.0	53.0	0.0	8.0
397.0	4.0	-4.0	0.0	0.0	793.0	658.0	53.0	0.0	7.0
398.0	3.0	-3.0	0.0	0.0	793.0	658.0	53.0	0.0	7.0
399.0	3.0	-3.0	0.0	0.0	784.0	653.0	48.0	0.0	-46.0
400.0	-23.0	23.0	3.0	5.0	798.0	663.0	64.0	2.0	18.0
401.0	9.0	-9.0	0.0	0.0	793.0	658.0	53.0	0.0	7.0
402.0	3.0	-3.0	0.0	0.0	798.0	653.0	53.0	0.0	4.0
403.0	2.0	-2.0	0.0	5.0	793.0	663.0	64.0	2.0	20.0
404.0	10.0	-10.0	0.0	0.0	793.0	663.0	53.0	0.0	9.0
405.0	4.0	-4.0	0.0	0.0	793.0	653.0	48.0	0.0	-49.0
406.0	-24.0	24.0	0.0	0.0	788.0	653.0	53.0	0.0	8.0
407.0	4.0	-4.0	0.0	0.0	793.0	663.0	53.0	0.0	9.0
408.0	4.0	-4.0	0.0	0.0	793.0	653.0	53.0	0.0	6.0
409.0	3.0	-3.0	0.0	0.0	784.0	653.0	53.0	0.0	9.0
410.0	4.0	-4.0	0.0	0.0	798.0	663.0	53.0	0.0	7.0
411.0	3.0	-3.0	0.0	0.0	793.0	658.0	48.0	0.0	-47.0
412.0	-23.0	23.0	0.0	0.0	784.0	647.0	48.0	0.0	-48.0
413.0	-24.0	24.0	0.0	0.0	798.0	663.0	53.0	0.0	7.0
414.0	3.0	-3.0	0.0	0.0	798.0	663.0	53.0	0.0	7.0
415.0	3.0	-3.0	0.0	0.0	784.0	653.0	53.0	0.0	9.0
416.0	4.0	-4.0	3.0	5.0	793.0	663.0	64.0	2.0	20.0
417.0	10.0	-10.0	0.0	0.0	793.0	658.0	53.0	0.0	7.0
418.0	3.0	-3.0	0.0	0.0	793.0	653.0	53.0	0.0	6.0
419.0	3.0	-3.0	0.0	11.0	798.0	663.0	64.0	2.0	18.0
420.0	9.0	-9.0	0.0	0.0	793.0	663.0	53.0	0.0	9.0
421.0	4.0	-4.0	0.0	0.0	793.0	653.0	53.0	0.0	6.0
422.0	3.0	-3.0	0.0	0.0	788.0	653.0	53.0	0.0	8.0
423.0	4.0	-4.0	0.0	0.0	793.0	658.0	53.0	0.0	7.0
424.0	3.0	-3.0	0.0	0.0	793.0	653.0	53.0	0.0	6.0
425.0	3.0	-3.0	0.0	0.0	784.0	653.0	48.0	0.0	-46.0
426.0	-23.0	23.0	0.0	0.0	793.0	658.0	53.0	0.0	7.0
427.0	3.0	-3.0	0.0	0.0	793.0	663.0	53.0	0.0	9.0
428.0	4.0	-4.0	0.0	0.0	784.0	647.0	48.0	0.0	-48.0
429.0	-24.0	24.0	0.0	0.0	793.0	663.0	53.0	0.0	9.0
430.0	4.0	-4.0	0.0	0.0	793.0	658.0	53.0	0.0	7.0
431.0	3.0	-3.0	0.0	0.0	788.0	653.0	53.0	0.0	8.0
432.0	4.0	-4.0	3.0	5.0	798.0	663.0	64.0	2.0	18.0
433.0	9.0	-9.0	0.0	0.0	793.0	658.0	48.0	0.0	-47.0
434.0	-23.0	23.0	0.0	0.0	798.0	653.0	53.0	0.0	4.0
435.0	2.0	-2.0	0.0	5.0	793.0	658.0	59.0	0.0	13.0
436.0	6.0	-6.0	0.0	0.0	793.0	663.0	53.0	0.0	9.0
437.0	4.0	-4.0	0.0	0.0	793.0	653.0	53.0	0.0	6.0
438.0	3.0	-3.0	0.0	0.0	788.0	653.0	53.0	0.0	8.0
439.0	4.0	-4.0	0.0	0.0	793.0	663.0	53.0	0.0	9.0
440.0	4.0	-4.0	0.0	0.0	793.0	653.0	53.0	0.0	6.0
441.0	3.0	-3.0	0.0	0.0	784.0	653.0	48.0	0.0	-46.0
442.0	-23.0	23.0	0.0	0.0	793.0	663.0	53.0	0.0	9.0
443.0	4.0	-4.0	0.0	0.0	793.0	658.0	53.0	0.0	7.0
444.0	3.0	-3.0	0.0	0.0	788.0	653.0	53.0	0.0	8.0
445.0	4.0	-4.0	0.0	0.0	798.0	663.0	53.0	0.0	7.0
446.0	3.0	-3.0	0.0	0.0	793.0	658.0	48.0	0.0	-47.0
447.0	-23.0	23.0	0.0	0.0	784.0	653.0	53.0	0.0	9.0
448.0	4.0	-4.0	3.0	5.0	798.0	663.0	64.0	2.0	18.0
449.0	9.0	-9.0	0.0	0.0	798.0	663.0	53.0	0.0	7.0
450.0	3.0	-3.0	0.0	0.0	793.0	653.0	53.0	0.0	6.0
451.0	3.0	-3.0	0.0	5.0	793.0	658.0	59.0	0.0	13.0
452.0	6.0	-6.0	0.0	0.0	793.0	663.0	53.0	0.0	9.0
453.0	4.0	-4.0	0.0	0.0	793.0	653.0	53.0	0.0	6.0
454.0	3.0	-3.0	0.0	0.0	788.0	653.0	53.0	0.0	8.0
455.0	4.0	-4.0	0.0	0.0	798.0	663.0	53.0	0.0	7.0
456.0	3.0	-3.0	0.0	0.0	793.0	653.0	53.0	0.0	6.0
457.0	3.0	-3.0	0.0	0.0	788.0	653.0	53.0	0.0	8.0
458.0	4.0	-4.0	0.0	0.0	798.0	663.0	53.0	0.0	7.0
459.0	3.0	-3.0	0.0	0.0	793.0	658.0	53.0	0.0	7.0
460.0	3.0	-3.0	0.0	0.0	788.0	653.0	53.0	0.0	8.0
461.0	4.0	-4.0	0.0	0.0	793.0	663.0	53.0	0.0	9.0
462.0	4.0	-4.0	0.0	0.0	793.0	658.0	53.0	0.0	7.0
463.0	3.0	-3.0	0.0	0.0	788.0	653.0	53.0	0.0	8.0
464.0	4.0	-4.0	0.0	0.0	793.0	658.0	59.0	0.0	13.0
465.0	6.0	-6.0	0.0	0.0	798.0	663.0	53.0	0.0	7.0
466.0	3.0	-3.0	0.0	0.0	793.0	653.0	53.0	0.0	6.0
467.0	3.0	-3.0	0.0	5.0	793.0	663.0	64.0	2.0	20.0
468.0	10.0	-10.0	0.0	0.0	793.0	663.0	53.0	0.0	9.0
469.0	4.0	-4.0	0.0	0.0	793.0	653.0	53.0	0.0	6.0
470.0	3.0	-3.0	0.0	0.0	784.0	653.0	53.0	0.0	9.0
471.0	4.0	-4.0	0.0	0.0	793.0	663.0	53.0	0.0	9.0
472.0	4.0	-4.0	0.0	0.0	793.0	647.0	48.0	0.0	-51.0
473.0	-25.0	25.0	0.0	0.0	788.0	653.0	53.0	0.0	8.0
474.0	4.0	-4.0	0.0	0.0	798.0	663.0	53.0	0.0	7.0
475.0	3.0	-3.0	0.0	0.0	793.0	658.0	53.0	0.0	7.0
476.0	3.0	-3.0	0.0	0.0	788.0	653.0	53.0	0.0	8.0
477.0	4.0	-4.0	0.0	0.0	793.0	658.0	53.0	0.0	7.0
478.0	3.0	-3.0	0.0	0.0	793.0	663.0	53.0	0.0	9.0
479.0	4.0	-4.0	0.0	0.0	784.0	653.0	53.0	0.0	9.0
480.0	4.0	-4.0	3.0	5.0	793.0	658.0	59.0	0.0	13.0
481.0	6.0	-6.0	0.0	0.0	798.0	663.0	53.0	0.0	7.0
482.0	3.0	-3.0	0.0	0.0	793.0	653.0	53.0	0.0	6.0
483.0	3.0	-3.0	0.0	5.0	798.0	663.0	64.0	2.0	18.0
484.0	9.0	-9.0	0.0	0.0	793.0	658.0	53.0	0.0	7.0
485.0	3.0	-3.0	0.0	0.0	793.0	653.0	53.0	0.0	6.0
486.0	3.0	-3.0	0.0	0.0	784.0	653.0	53.0	0.0	9.0
487.0	4.0	-4.0	0.0	0.0	793.0	663.0	53.0	0.0	9.0
488.0	4.0	-4.0	0.0	0.0	793.0	653.0	53.0	0.0	6.0
489.0	3.0	-3.0	0.0	0.0	788.0	653.0	53.0	0.0	8.0
490.0	4.0	-4.0	0.0	0.0	793.0	658.0	53.0	0.0	7.0
491.0	3.0	-3.0	0.0	0.0	793.0	663.0	53.0	0.0	9.0
492.0	4.0	-4.0	0.0	0.0	788.0	653.0	53.0	0.0	8.0
493.0	4.0	-4.0	0.0	0.0	793.0	658.0	48.0	0.0	-47.0
494.0	-23.0	23.0	0.0	0.0	798.0	663.0	53.0	0.0	7.0
495.0	3.0	-3.0	0.0	0.0	784.0	653.0	53.0	0.0	9.0
496.0	4.0	-4.0	3.0	5.0	793.0	658.0	59.0	0.0	13.0
497.0	6.0	-6.0	0.0	0.0	793.0	658.0	48.0	0.0	-47.0
498.0	-23.0	23.0	0.0	0.0	793.0	653.0	53.0	0.0	6.0
499.0	3.0	-3.0	0.0	5.0	793.0	663.0	64.0	2.0	20.0
