n	uL	uR	sensor 0	sensor 1	sensor 2	sensor 3	sensor 4	sensor 5	error
52.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
53.0	33.0	-33.0	0.0	0.0	495.0	770.0	48.0	0.0	108.0
54.0	21.0	-21.0	0.0	0.0	490.0	775.0	53.0	0.0	168.0
55.0	33.0	-33.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
56.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
57.0	33.0	-33.0	0.0	0.0	486.0	775.0	53.0	0.0	170.0
58.0	34.0	-34.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
59.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
60.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
61.0	33.0	-33.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
62.0	33.0	-33.0	3.0	5.0	495.0	775.0	59.0	0.0	171.0
63.0	34.0	-34.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
64.0	33.0	-33.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
65.0	33.0	-33.0	0.0	11.0	500.0	775.0	64.0	2.0	174.0
66.0	34.0	-34.0	0.0	0.0	449.0	775.0	53.0	0.0	189.0
67.0	37.0	-37.0	0.0	0.0	486.0	775.0	53.0	0.0	170.0
68.0	34.0	-34.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
69.0	33.0	-33.0	0.0	0.0	495.0	770.0	48.0	0.0	108.0
70.0	21.0	-21.0	0.0	0.0	490.0	775.0	53.0	0.0	168.0
71.0	33.0	-33.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
72.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
73.0	33.0	-33.0	0.0	0.0	490.0	775.0	53.0	0.0	168.0
74.0	33.0	-33.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
75.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
76.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
77.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
78.0	33.0	-33.0	0.0	0.0	495.0	770.0	59.0	0.0	170.0
79.0	34.0	-34.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
80.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
81.0	33.0	-33.0	0.0	5.0	495.0	775.0	64.0	2.0	176.0
82.0	35.0	-35.0	0.0	0.0	495.0	770.0	53.0	0.0	164.0
83.0	32.0	-32.0	0.0	0.0	486.0	770.0	48.0	0.0	113.0
84.0	22.0	-22.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
85.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
86.0	33.0	-33.0	0.0	0.0	486.0	775.0	53.0	0.0	170.0
87.0	34.0	-34.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
88.0	33.0	-33.0	0.0	0.0	495.0	770.0	48.0	0.0	108.0
89.0	21.0	-21.0	0.0	0.0	486.0	775.0	53.0	0.0	170.0
90.0	34.0	-34.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
91.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
92.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
93.0	33.0	-33.0	0.0	0.0	486.0	765.0	48.0	0.0	111.0
94.0	22.0	-22.0	3.0	5.0	495.0	775.0	59.0	0.0	171.0
95.0	34.0	-34.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
96.0	33.0	-33.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
97.0	33.0	-33.0	0.0	5.0	495.0	775.0	59.0	0.0	171.0
98.0	34.0	-34.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
99.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
100.0	33.0	-33.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
101.0	33.0	-33.0	0.0	0.0	500.0	775.0	53.0	0.0	163.0
102.0	32.0	-32.0	0.0	0.0	486.0	775.0	53.0	0.0	170.0
103.0	34.0	-34.0	0.0	0.0	486.0	765.0	48.0	0.0	111.0
104.0	22.0	-22.0	0.0	0.0	500.0	775.0	53.0	0.0	163.0
105.0	32.0	-32.0	0.0	0.0	490.0	775.0	53.0	0.0	168.0
106.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
107.0	33.0	-33.0	0.0	0.0	495.0	770.0	48.0	0.0	108.0
108.0	21.0	-21.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
109.0	33.0	-33.0	0.0	0.0	486.0	765.0	48.0	0.0	111.0
110.0	22.0	-22.0	0.0	0.0	495.0	770.0	59.0	0.0	170.0
111.0	34.0	-34.0	0.0	0.0	500.0	775.0	53.0	0.0	163.0
112.0	32.0	-32.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
113.0	33.0	-33.0	0.0	5.0	495.0	775.0	59.0	0.0	171.0
114.0	34.0	-34.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
115.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
116.0	33.0	-33.0	0.0	0.0	440.0	765.0	53.0	0.0	192.0
117.0	38.0	-38.0	0.0	0.0	500.0	775.0	53.0	0.0	163.0
118.0	32.0	-32.0	0.0	0.0	486.0	775.0	53.0	0.0	170.0
119.0	34.0	-34.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
120.0	33.0	-33.0	0.0	0.0	500.0	775.0	53.0	0.0	163.0
121.0	32.0	-32.0	0.0	0.0	490.0	775.0	53.0	0.0	168.0
122.0	33.0	-33.0	0.0	0.0	486.0	765.0	48.0	0.0	111.0
123.0	22.0	-22.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
124.0	33.0	-33.0	0.0	0.0	495.0	770.0	48.0	0.0	108.0
125.0	21.0	-21.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
126.0	33.0	-33.0	0.0	0.0	495.0	770.0	59.0	0.0	170.0
127.0	34.0	-34.0	0.0	0.0	495.0	770.0	48.0	0.0	108.0
128.0	21.0	-21.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
129.0	33.0	-33.0	0.0	5.0	495.0	775.0	64.0	2.0	176.0
130.0	35.0	-35.0	0.0	0.0	500.0	775.0	53.0	0.0	163.0
131.0	32.0	-32.0	0.0	0.0	486.0	775.0	53.0	0.0	170.0
132.0	34.0	-34.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
133.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
134.0	33.0	-33.0	0.0	0.0	486.0	775.0	53.0	0.0	170.0
135.0	34.0	-34.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
136.0	33.0	-33.0	0.0	0.0	495.0	770.0	48.0	0.0	108.0
137.0	21.0	-21.0	0.0	0.0	486.0	770.0	48.0	0.0	113.0
138.0	22.0	-22.0	0.0	0.0	486.0	765.0	48.0	0.0	111.0
139.0	22.0	-22.0	0.0	0.0	500.0	775.0	53.0	0.0	163.0
140.0	32.0	-32.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
141.0	33.0	-33.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
142.0	33.0	-33.0	3.0	5.0	495.0	775.0	59.0	0.0	171.0
143.0	34.0	-34.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
144.0	33.0	-33.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
145.0	33.0	-33.0	0.0	11.0	500.0	775.0	64.0	2.0	174.0
146.0	34.0	-34.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
147.0	33.0	-33.0	0.0	0.0	486.0	775.0	53.0	0.0	170.0
148.0	34.0	-34.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
149.0	33.0	-33.0	0.0	0.0	495.0	770.0	53.0	0.0	164.0
150.0	32.0	-32.0	0.0	0.0	490.0	775.0	53.0	0.0	168.0
151.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
152.0	33.0	-33.0	0.0	0.0	500.0	775.0	53.0	0.0	163.0
153.0	32.0	-32.0	0.0	0.0	490.0	775.0	53.0	0.0	168.0
154.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
155.0	33.0	-33.0	0.0	0.0	495.0	770.0	48.0	0.0	108.0
156.0	21.0	-21.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
157.0	33.0	-33.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
158.0	33.0	-33.0	0.0	0.0	495.0	770.0	59.0	0.0	170.0
159.0	34.0	-34.0	0.0	0.0	495.0	770.0	48.0	0.0	108.0
160.0	21.0	-21.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
161.0	33.0	-33.0	0.0	5.0	500.0	775.0	64.0	2.0	174.0
162.0	34.0	-34.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
163.0	33.0	-33.0	0.0	0.0	490.0	775.0	53.0	0.0	168.0
164.0	33.0	-33.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
165.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
166.0	33.0	-33.0	0.0	0.0	490.0	775.0	53.0	0.0	168.0
167.0	33.0	-33.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
168.0	33.0	-33.0	0.0	0.0	500.0	775.0	53.0	0.0	163.0
169.0	32.0	-32.0	0.0	0.0	486.0	775.0	53.0	0.0	170.0
170.0	34.0	-34.0	0.0	0.0	486.0	765.0	48.0	0.0	111.0
171.0	22.0	-22.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
172.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
173.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
174.0	33.0	-33.0	3.0	5.0	495.0	775.0	64.0	2.0	176.0
175.0	35.0	-35.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
176.0	33.0	-33.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
177.0	33.0	-33.0	0.0	5.0	500.0	775.0	64.0	2.0	174.0
178.0	34.0	-34.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
179.0	33.0	-33.0	0.0	0.0	490.0	775.0	53.0	0.0	168.0
180.0	33.0	-33.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
181.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
182.0	33.0	-33.0	0.0	0.0	490.0	775.0	53.0	0.0	168.0
183.0	33.0	-33.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
184.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
185.0	33.0	-33.0	0.0	0.0	490.0	775.0	53.0	0.0	168.0
186.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
187.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
188.0	33.0	-33.0	0.0	0.0	495.0	770.0	48.0	0.0	108.0
189.0	21.0	-21.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
190.0	33.0	-33.0	3.0	5.0	495.0	775.0	59.0	0.0	171.0
191.0	34.0	-34.0	0.0	0.0	500.0	775.0	53.0	0.0	163.0
192.0	32.0	-32.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
193.0	33.0	-33.0	0.0	11.0	500.0	775.0	64.0	2.0	174.0
194.0	34.0	-34.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
195.0	33.0	-33.0	0.0	0.0	486.0	775.0	53.0	0.0	170.0
196.0	34.0	-34.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
197.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
198.0	33.0	-33.0	0.0	0.0	486.0	775.0	53.0	0.0	170.0
199.0	34.0	-34.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
200.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
201.0	33.0	-33.0	0.0	0.0	490.0	775.0	53.0	0.0	168.0
202.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
203.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
204.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
205.0	33.0	-33.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
206.0	33.0	-33.0	3.0	5.0	495.0	775.0	64.0	2.0	176.0
207.0	35.0	-35.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
208.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
209.0	33.0	-33.0	0.0	5.0	500.0	775.0	64.0	2.0	174.0
210.0	34.0	-34.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
211.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
212.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
213.0	33.0	-33.0	0.0	0.0	500.0	775.0	53.0	0.0	163.0
214.0	32.0	-32.0	0.0	0.0	486.0	775.0	53.0	0.0	170.0
215.0	34.0	-34.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
216.0	33.0	-33.0	0.0	0.0	500.0	775.0	53.0	0.0	163.0
217.0	32.0	-32.0	0.0	0.0	486.0	775.0	53.0	0.0	170.0
218.0	34.0	-34.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
219.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
220.0	33.0	-33.0	0.0	0.0	500.0	775.0	53.0	0.0	163.0
221.0	32.0	-32.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
222.0	33.0	-33.0	3.0	5.0	495.0	775.0	59.0	0.0	171.0
223.0	34.0	-34.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
224.0	33.0	-33.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
225.0	33.0	-33.0	0.0	5.0	500.0	775.0	64.0	2.0	174.0
226.0	34.0	-34.0	0.0	0.0	500.0	775.0	53.0	0.0	163.0
227.0	32.0	-32.0	0.0	0.0	486.0	770.0	53.0	0.0	169.0
228.0	33.0	-33.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
229.0	33.0	-33.0	0.0	0.0	495.0	770.0	48.0	0.0	108.0
230.0	21.0	-21.0	0.0	0.0	486.0	775.0	53.0	0.0	170.0
231.0	34.0	-34.0	0.0	0.0	486.0	765.0	48.0	0.0	111.0
232.0	22.0	-22.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
233.0	33.0	-33.0	0.0	0.0	490.0	775.0	53.0	0.0	168.0
234.0	33.0	-33.0	0.0	0.0	486.0	765.0	48.0	0.0	111.0
235.0	22.0	-22.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
236.0	33.0	-33.0	0.0	0.0	500.0	775.0	53.0	0.0	163.0
237.0	32.0	-32.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
238.0	33.0	-33.0	3.0	5.0	495.0	775.0	64.0	2.0	176.0
239.0	35.0	-35.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
240.0	33.0	-33.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
241.0	33.0	-33.0	0.0	5.0	495.0	775.0	59.0	0.0	171.0
242.0	34.0	-34.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
243.0	33.0	-33.0	0.0	0.0	486.0	775.0	53.0	0.0	170.0
244.0	34.0	-34.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
245.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
246.0	33.0	-33.0	0.0	0.0	490.0	775.0	53.0	0.0	168.0
247.0	33.0	-33.0	0.0	0.0	486.0	765.0	48.0	0.0	111.0
248.0	22.0	-22.0	0.0	0.0	495.0	770.0	48.0	0.0	108.0
249.0	21.0	-21.0	0.0	0.0	490.0	775.0	53.0	0.0	168.0
250.0	33.0	-33.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
251.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
252.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
253.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
254.0	33.0	-33.0	3.0	5.0	495.0	775.0	59.0	0.0	171.0
255.0	34.0	-34.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
256.0	33.0	-33.0	0.0	0.0	486.0	765.0	48.0	0.0	111.0
257.0	22.0	-22.0	0.0	5.0	495.0	775.0	59.0	0.0	171.0
258.0	34.0	-34.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
259.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
260.0	33.0	-33.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
261.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
262.0	33.0	-33.0	0.0	0.0	486.0	775.0	53.0	0.0	170.0
263.0	34.0	-34.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
264.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
265.0	33.0	-33.0	0.0	0.0	490.0	775.0	53.0	0.0	168.0
266.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
267.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
268.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
269.0	33.0	-33.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
270.0	33.0	-33.0	3.0	5.0	495.0	775.0	59.0	0.0	171.0
271.0	34.0	-34.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
272.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
273.0	33.0	-33.0	0.0	11.0	500.0	775.0	64.0	2.0	174.0
274.0	34.0	-34.0	0.0	0.0	495.0	770.0	48.0	0.0	108.0
275.0	21.0	-21.0	0.0	0.0	486.0	775.0	53.0	0.0	170.0
276.0	34.0	-34.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
277.0	33.0	-33.0	0.0	0.0	500.0	775.0	53.0	0.0	163.0
278.0	32.0	-32.0	0.0	0.0	486.0	770.0	48.0	0.0	113.0
279.0	22.0	-22.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
280.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
281.0	33.0	-33.0	0.0	0.0	486.0	770.0	53.0	0.0	169.0
282.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
283.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
284.0	33.0	-33.0	0.0	0.0	500.0	775.0	53.0	0.0	163.0
285.0	32.0	-32.0	0.0	0.0	486.0	765.0	48.0	0.0	111.0
286.0	22.0	-22.0	3.0	5.0	495.0	770.0	59.0	0.0	170.0
287.0	34.0	-34.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
288.0	33.0	-33.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
289.0	33.0	-33.0	0.0	5.0	495.0	775.0	64.0	2.0	176.0
290.0	35.0	-35.0	0.0	0.0	495.0	770.0	48.0	0.0	108.0
291.0	21.0	-21.0	0.0	0.0	486.0	775.0	53.0	0.0	170.0
292.0	34.0	-34.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
293.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
294.0	33.0	-33.0	0.0	0.0	486.0	770.0	48.0	0.0	113.0
295.0	22.0	-22.0	0.0	0.0	486.0	765.0	48.0	0.0	111.0
296.0	22.0	-22.0	0.0	0.0	495.0	770.0	48.0	0.0	108.0
297.0	21.0	-21.0	0.0	0.0	490.0	775.0	53.0	0.0	168.0
298.0	33.0	-33.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
299.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
300.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
301.0	33.0	-33.0	0.0	0.0	486.0	765.0	48.0	0.0	111.0
302.0	22.0	-22.0	3.0	5.0	500.0	775.0	64.0	2.0	174.0
303.0	34.0	-34.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
304.0	33.0	-33.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
305.0	33.0	-33.0	0.0	5.0	495.0	775.0	64.0	2.0	176.0
306.0	35.0	-35.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
307.0	33.0	-33.0	0.0	0.0	486.0	770.0	48.0	0.0	113.0
308.0	22.0	-22.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
309.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
310.0	33.0	-33.0	0.0	0.0	486.0	775.0	53.0	0.0	170.0
311.0	34.0	-34.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
312.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
313.0	33.0	-33.0	0.0	0.0	486.0	770.0	48.0	0.0	113.0
314.0	22.0	-22.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
315.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
316.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
317.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
318.0	33.0	-33.0	3.0	5.0	495.0	775.0	64.0	2.0	176.0
319.0	35.0	-35.0	0.0	0.0	500.0	775.0	53.0	0.0	163.0
320.0	32.0	-32.0	0.0	0.0	486.0	765.0	48.0	0.0	111.0
321.0	22.0	-22.0	0.0	5.0	495.0	775.0	64.0	2.0	176.0
322.0	35.0	-35.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
323.0	33.0	-33.0	0.0	0.0	486.0	775.0	53.0	0.0	170.0
324.0	34.0	-34.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
325.0	33.0	-33.0	0.0	0.0	495.0	770.0	48.0	0.0	108.0
326.0	21.0	-21.0	0.0	0.0	490.0	775.0	53.0	0.0	168.0
327.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
328.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
329.0	33.0	-33.0	0.0	0.0	490.0	775.0	53.0	0.0	168.0
330.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
331.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
332.0	33.0	-33.0	0.0	0.0	495.0	770.0	48.0	0.0	108.0
333.0	21.0	-21.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
334.0	33.0	-33.0	3.0	5.0	495.0	770.0	59.0	0.0	170.0
335.0	34.0	-34.0	0.0	0.0	495.0	770.0	53.0	0.0	164.0
336.0	32.0	-32.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
337.0	33.0	-33.0	0.0	5.0	495.0	775.0	59.0	0.0	171.0
