n	uL	uR	sensor 0	sensor 1	sensor 2	sensor 3	sensor 4	sensor 5	error
338.0	34.0	-34.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
339.0	33.0	-33.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
340.0	33.0	-33.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
341.0	33.0	-33.0	0.0	0.0	495.0	770.0	48.0	0.0	108.0
342.0	21.0	-21.0	0.0	0.0	490.0	775.0	53.0	0.0	168.0
343.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
344.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
345.0	33.0	-33.0	0.0	0.0	486.0	775.0	53.0	0.0	170.0
346.0	34.0	-34.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
347.0	33.0	-33.0	0.0	0.0	495.0	770.0	53.0	0.0	164.0
348.0	32.0	-32.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
349.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
350.0	33.0	-33.0	3.0	5.0	495.0	775.0	59.0	0.0	171.0
351.0	34.0	-34.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
352.0	33.0	-33.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
353.0	33.0	-33.0	0.0	5.0	495.0	775.0	64.0	2.0	176.0
354.0	35.0	-35.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
355.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
356.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
357.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
358.0	33.0	-33.0	0.0	0.0	486.0	770.0	48.0	0.0	113.0
359.0	22.0	-22.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
360.0	33.0	-33.0	0.0	0.0	495.0	770.0	48.0	0.0	108.0
361.0	21.0	-21.0	0.0	0.0	486.0	775.0	53.0	0.0	170.0
362.0	34.0	-34.0	0.0	0.0	486.0	765.0	48.0	0.0	111.0
363.0	22.0	-22.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
364.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
365.0	33.0	-33.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
366.0	33.0	-33.0	3.0	5.0	495.0	775.0	64.0	2.0	176.0
367.0	35.0	-35.0	0.0	0.0	495.0	770.0	53.0	0.0	164.0
368.0	32.0	-32.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
369.0	33.0	-33.0	0.0	5.0	495.0	775.0	64.0	2.0	176.0
370.0	35.0	-35.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
371.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
372.0	33.0	-33.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
373.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
374.0	33.0	-33.0	0.0	0.0	486.0	770.0	48.0	0.0	113.0
375.0	22.0	-22.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
376.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
377.0	33.0	-33.0	0.0	0.0	490.0	775.0	53.0	0.0	168.0
378.0	33.0	-33.0	0.0	0.0	486.0	765.0	48.0	0.0	111.0
379.0	22.0	-22.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
380.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
381.0	33.0	-33.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
382.0	33.0	-33.0	0.0	0.0	495.0	770.0	59.0	0.0	170.0
383.0	34.0	-34.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
384.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
385.0	33.0	-33.0	0.0	5.0	495.0	775.0	59.0	0.0	171.0
386.0	34.0	-34.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
387.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
388.0	33.0	-33.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
389.0	33.0	-33.0	0.0	0.0	495.0	770.0	48.0	0.0	108.0
390.0	21.0	-21.0	0.0	0.0	486.0	775.0	53.0	0.0	170.0
391.0	34.0	-34.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
392.0	33.0	-33.0	0.0	0.0	495.0	770.0	48.0	0.0	108.0
393.0	21.0	-21.0	0.0	0.0	486.0	775.0	53.0	0.0	170.0
394.0	34.0	-34.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
395.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
396.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
397.0	33.0	-33.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
398.0	33.0	-33.0	0.0	0.0	495.0	770.0	59.0	0.0	170.0
399.0	34.0	-34.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
400.0	33.0	-33.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
401.0	33.0	-33.0	0.0	11.0	500.0	775.0	64.0	2.0	174.0
402.0	34.0	-34.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
403.0	33.0	-33.0	0.0	0.0	486.0	775.0	53.0	0.0	170.0
404.0	34.0	-34.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
405.0	33.0	-33.0	0.0	0.0	495.0	770.0	48.0	0.0	108.0
406.0	21.0	-21.0	0.0	0.0	486.0	775.0	53.0	0.0	170.0
407.0	34.0	-34.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
408.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
409.0	33.0	-33.0	0.0	0.0	490.0	775.0	53.0	0.0	168.0
410.0	33.0	-33.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
411.0	33.0	-33.0	0.0	0.0	495.0	770.0	48.0	0.0	108.0
412.0	21.0	-21.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
413.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
414.0	33.0	-33.0	3.0	5.0	495.0	775.0	64.0	2.0	176.0
415.0	35.0	-35.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
416.0	33.0	-33.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
417.0	33.0	-33.0	0.0	5.0	500.0	775.0	64.0	2.0	174.0
418.0	34.0	-34.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
419.0	33.0	-33.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
420.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
421.0	33.0	-33.0	0.0	0.0	495.0	770.0	53.0	0.0	164.0
422.0	32.0	-32.0	0.0	0.0	490.0	775.0	53.0	0.0	168.0
423.0	33.0	-33.0	0.0	0.0	486.0	765.0	48.0	0.0	111.0
424.0	22.0	-22.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
425.0	33.0	-33.0	0.0	0.0	486.0	775.0	53.0	0.0	170.0
426.0	34.0	-34.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
427.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
428.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
429.0	33.0	-33.0	0.0	0.0	486.0	765.0	48.0	0.0	111.0
430.0	22.0	-22.0	3.0	5.0	500.0	775.0	64.0	2.0	174.0
431.0	34.0	-34.0	0.0	0.0	495.0	770.0	53.0	0.0	164.0
432.0	32.0	-32.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
433.0	33.0	-33.0	0.0	11.0	500.0	775.0	64.0	2.0	174.0
434.0	34.0	-34.0	0.0	0.0	495.0	770.0	48.0	0.0	108.0
435.0	21.0	-21.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
436.0	33.0	-33.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
437.0	33.0	-33.0	0.0	0.0	500.0	775.0	53.0	0.0	163.0
438.0	32.0	-32.0	0.0	0.0	490.0	775.0	53.0	0.0	168.0
439.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
440.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
441.0	33.0	-33.0	0.0	0.0	486.0	770.0	48.0	0.0	113.0
442.0	22.0	-22.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
443.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
444.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
445.0	33.0	-33.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
446.0	33.0	-33.0	3.0	5.0	495.0	775.0	59.0	0.0	171.0
447.0	34.0	-34.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
448.0	33.0	-33.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
449.0	33.0	-33.0	0.0	5.0	500.0	775.0	64.0	2.0	174.0
450.0	34.0	-34.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
451.0	33.0	-33.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
452.0	33.0	-33.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
453.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
454.0	33.0	-33.0	0.0	0.0	486.0	770.0	48.0	0.0	113.0
455.0	22.0	-22.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
456.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
457.0	33.0	-33.0	0.0	0.0	486.0	775.0	53.0	0.0	170.0
458.0	34.0	-34.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
459.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
460.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
461.0	33.0	-33.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
462.0	33.0	-33.0	3.0	5.0	500.0	775.0	64.0	2.0	174.0
463.0	34.0	-34.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
464.0	33.0	-33.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
465.0	33.0	-33.0	0.0	11.0	500.0	775.0	64.0	2.0	174.0
466.0	34.0	-34.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
467.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
468.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
469.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
470.0	33.0	-33.0	0.0	0.0	490.0	775.0	53.0	0.0	168.0
471.0	33.0	-33.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
472.0	33.0	-33.0	0.0	0.0	500.0	775.0	53.0	0.0	163.0
473.0	32.0	-32.0	0.0	0.0	486.0	770.0	48.0	0.0	113.0
474.0	22.0	-22.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
475.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
476.0	33.0	-33.0	0.0	0.0	495.0	770.0	48.0	0.0	108.0
477.0	21.0	-21.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
478.0	33.0	-33.0	3.0	5.0	500.0	775.0	64.0	2.0	174.0
479.0	34.0	-34.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
480.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
481.0	33.0	-33.0	0.0	5.0	495.0	775.0	64.0	2.0	176.0
482.0	35.0	-35.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
483.0	33.0	-33.0	0.0	0.0	486.0	770.0	48.0	0.0	113.0
484.0	22.0	-22.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
485.0	33.0	-33.0	0.0	0.0	495.0	770.0	48.0	0.0	108.0
486.0	21.0	-21.0	0.0	0.0	486.0	770.0	53.0	0.0	169.0
487.0	33.0	-33.0	0.0	0.0	490.0	770.0	53.0	0.0	167.0
488.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
489.0	33.0	-33.0	0.0	0.0	486.0	770.0	48.0	0.0	113.0
490.0	22.0	-22.0	0.0	0.0	486.0	765.0	48.0	0.0	111.0
491.0	22.0	-22.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
492.0	33.0	-33.0	0.0	0.0	495.0	775.0	53.0	0.0	165.0
493.0	33.0	-33.0	0.0	0.0	490.0	765.0	53.0	0.0	165.0
494.0	33.0	-33.0	3.0	5.0	500.0	775.0	64.0	2.0	174.0
495.0	34.0	-34.0	0.0	0.0	495.0	770.0	48.0	0.0	108.0
496.0	21.0	-21.0	0.0	0.0	486.0	765.0	53.0	0.0	167.0
497.0	33.0	-33.0	0.0	11.0	500.0	775.0	64.0	2.0	174.0
498.0	34.0	-34.0	0.0	0.0	495.0	770.0	48.0	0.0	108.0
499.0	21.0	-21.0	0.0	0.0	490.0	775.0	53.0	0.0	168.0
