n	R (ref)	uL	uR	sensor 0	sensor 1	sensor 2	sensor 3	sensor 4	sensor 5	error
1074.0	946.815621865	79.0	-79.0	0.0	0.0	0.0	232.0	821.0	0.0	1279.0
1075.0	862.734385978	124.0	-124.0	0.0	0.0	0.0	237.0	821.0	0.0	1275.0
1076.0	743.256928955	159.0	-159.0	0.0	0.0	0.0	297.0	773.0	0.0	1222.0
1077.0	593.185664123	188.0	-188.0	0.0	0.0	0.0	351.0	646.0	0.0	1147.0
1078.0	418.602676393	218.0	-218.0	0.0	0.0	0.0	464.0	507.0	0.0	1022.0
1079.0	226.627508647	238.0	-238.0	0.0	0.0	0.0	648.0	341.0	4.0	844.0
1080.0	25.1300954433	245.0	-245.0	0.0	0.0	51.0	886.0	206.0	0.0	635.0
1081.0	-177.589734127	243.0	-243.0	0.0	0.0	158.0	1000.0	119.0	0.0	469.0
1082.0	-373.143237796	252.0	-252.0	6.0	7.0	326.0	1000.0	39.0	0.0	254.0
1083.0	-553.400271544	242.0	-242.0	0.0	77.0	658.0	816.0	35.0	0.0	-24.0
1084.0	-710.828936978	205.0	-205.0	0.0	155.0	1000.0	518.0	35.0	0.0	-284.0
1085.0	-838.813125369	166.0	-166.0	6.0	248.0	1000.0	291.0	0.0	0.0	-473.0
1086.0	-931.934471632	137.0	-137.0	0.0	581.0	1000.0	227.0	0.0	0.0	-696.0
1087.0	-986.20655966	87.0	-87.0	58.0	1000.0	1000.0	167.0	0.0	0.0	-927.0
1088.0	-999.251077378	21.0	-21.0	0.0	1000.0	1000.0	113.0	0.0	0.0	-920.0
1089.0	-970.40793578	15.0	-15.0	58.0	1000.0	1000.0	113.0	0.0	0.0	-962.0
1090.0	-900.774050605	-18.0	18.0	58.0	1000.0	1000.0	113.0	0.0	0.0	-962.0
1091.0	-793.168430602	-50.0	50.0	58.0	1000.0	1000.0	113.0	0.0	0.0	-962.0
1092.0	-652.02430185	-92.0	92.0	58.0	1000.0	1000.0	113.0	0.0	0.0	-962.0
1093.0	-483.212094901	-143.0	143.0	65.0	1000.0	1000.0	172.0	0.0	0.0	-929.0
1094.0	-293.800098963	-190.0	190.0	58.0	1000.0	1000.0	167.0	0.0	0.0	-927.0
1095.0	-91.7623166451	-250.0	250.0	0.0	914.0	1000.0	178.0	0.0	4.0	-852.0
1096.0	114.354586547	-289.0	289.0	0.0	565.0	1000.0	281.0	0.0	0.0	-654.0
1097.0	315.791458082	-290.0	290.0	0.0	317.0	1000.0	400.0	0.0	0.0	-452.0
1098.0	503.948857295	-286.0	286.0	6.0	85.0	989.0	643.0	39.0	0.0	-176.0
1099.0	670.755481073	-253.0	253.0	0.0	77.0	602.0	940.0	35.0	0.0	33.0
1100.0	809.016994375	-232.0	232.0	0.0	0.0	265.0	1000.0	75.0	0.0	358.0
1101.0	912.730097618	-166.0	166.0	6.0	7.0	112.0	1000.0	170.0	4.0	545.0
1102.0	977.347978918	-129.0	129.0	0.0	0.0	51.0	708.0	341.0	0.0	763.0
1103.0	999.985230667	-70.0	70.0	0.0	0.0	0.0	405.0	603.0	0.0	1098.0
1104.0	979.552782869	35.0	-35.0	0.0	0.0	0.0	291.0	769.0	0.0	1225.0
1105.0	916.816321352	92.0	-92.0	0.0	0.0	0.0	237.0	865.0	0.0	1284.0
1106.0	814.374897656	140.0	-140.0	0.0	0.0	0.0	232.0	861.0	47.0	1287.0
1107.0	676.559863286	183.0	-183.0	0.0	0.0	0.0	286.0	773.0	0.0	1229.0
1108.0	509.257727737	215.0	-215.0	0.0	0.0	0.0	362.0	650.0	0.0	1142.0
1109.0	319.66389661	246.0	-246.0	0.0	0.0	0.0	518.0	472.0	0.0	976.0
1110.0	115.977344809	258.0	-258.0	0.0	0.0	51.0	756.0	293.0	0.0	720.0
1111.0	-92.9510194449	243.0	-243.0	0.0	0.0	107.0	1000.0	170.0	0.0	549.0
1112.0	-298.001365854	254.0	-254.0	0.0	0.0	265.0	1000.0	79.0	0.0	361.0
1113.0	-490.182842664	255.0	-255.0	0.0	69.0	540.0	940.0	35.0	0.0	62.0
1114.0	-661.029033126	216.0	-216.0	0.0	85.0	933.0	637.0	39.0	0.0	-167.0
1115.0	-802.973538984	190.0	-190.0	0.0	240.0	1000.0	345.0	0.0	0.0	-434.0
1116.0	-909.688935087	142.0	-142.0	0.0	488.0	1000.0	227.0	0.0	0.0	-653.0
1117.0	-976.373762245	96.0	-96.0	6.0	906.0	1000.0	178.0	0.0	0.0	-850.0
1118.0	-999.974347034	44.0	-44.0	58.0	1000.0	1000.0	108.0	0.0	0.0	-966.0
1119.0	-979.330973727	3.0	-3.0	58.0	1000.0	1000.0	108.0	0.0	0.0	-966.0
1120.0	-915.241172621	-15.0	15.0	58.0	1000.0	1000.0	113.0	0.0	0.0	-962.0
1121.0	-810.436493941	-45.0	45.0	65.0	1000.0	1000.0	113.0	0.0	0.0	-967.0
1122.0	-669.472951871	-89.0	89.0	58.0	1000.0	1000.0	167.0	0.0	0.0	-927.0
1123.0	-498.539181565	-128.0	128.0	58.0	1000.0	1000.0	167.0	0.0	0.0	-927.0
1124.0	-305.190081056	-186.0	186.0	65.0	1000.0	1000.0	178.0	0.0	0.0	-925.0
1125.0	-98.0171403296	-247.0	247.0	0.0	992.0	1000.0	227.0	0.0	0.0	-845.0
1126.0	113.730367256	-287.0	287.0	0.0	651.0	1000.0	281.0	35.0	0.0	-692.0
1127.0	320.556781432	-303.0	303.0	0.0	248.0	1000.0	410.0	0.0	0.0	-403.0
1128.0	513.145829632	-274.0	274.0	0.0	147.0	989.0	637.0	31.0	0.0	-224.0
1129.0	682.781710458	-271.0	271.0	0.0	77.0	596.0	929.0	35.0	0.0	31.0
1130.0	821.74640863	-237.0	237.0	6.0	7.0	275.0	1000.0	83.0	0.0	358.0
1131.0	923.675020733	-169.0	169.0	0.0	0.0	102.0	1000.0	206.0	0.0	579.0
1132.0	983.852566577	-121.0	121.0	0.0	0.0	51.0	697.0	376.0	0.0	789.0
1133.0	999.438230803	-63.0	63.0	6.0	7.0	5.0	416.0	603.0	9.0	1091.0
1134.0	969.606122586	36.0	-36.0	0.0	0.0	0.0	286.0	777.0	0.0	1230.0
1135.0	895.595324327	100.0	-100.0	0.0	0.0	0.0	232.0	865.0	0.0	1288.0
1136.0	780.666062803	152.0	-152.0	0.0	0.0	0.0	232.0	861.0	0.0	1287.0
1137.0	629.963097647	197.0	-197.0	0.0	0.0	0.0	302.0	777.0	0.0	1220.0
1138.0	450.291689737	230.0	-230.0	0.0	0.0	0.0	345.0	646.0	0.0	1151.0
1139.0	249.815589588	270.0	-270.0	0.0	0.0	0.0	578.0	464.0	0.0	945.0
1140.0	37.6901826699	272.0	-272.0	0.0	0.0	51.0	827.0	253.0	0.0	678.0
1141.0	-176.352931906	256.0	-256.0	0.0	0.0	102.0	1000.0	123.0	0.0	517.0
1142.0	-382.451224029	269.0	-269.0	0.0	0.0	321.0	1000.0	79.0	0.0	327.0
1143.0	-571.066076301	269.0	-269.0	0.0	77.0	709.0	816.0	43.0	4.0	-39.0
1144.0	-733.426213986	208.0	-208.0	0.0	155.0	1000.0	524.0	35.0	0.0	-281.0
1145.0	-861.939037204	174.0	-174.0	0.0	395.0	1000.0	281.0	0.0	0.0	-569.0
1146.0	-950.550428588	114.0	-114.0	6.0	829.0	1000.0	178.0	0.0	4.0	-825.0
1147.0	-995.035788859	51.0	-51.0	58.0	1000.0	1000.0	167.0	0.0	0.0	-927.0
1148.0	-993.208066033	19.0	-19.0	58.0	1000.0	1000.0	113.0	0.0	0.0	-962.0
1149.0	-945.032262512	-4.0	4.0	65.0	1000.0	1000.0	118.0	0.0	0.0	-964.0
1150.0	-852.640164354	-33.0	33.0	65.0	1000.0	1000.0	113.0	0.0	0.0	-967.0
1151.0	-720.243646405	-73.0	73.0	58.0	1000.0	1000.0	167.0	0.0	0.0	-927.0
1152.0	-553.94965409	-111.0	111.0	58.0	1000.0	1000.0	167.0	0.0	0.0	-927.0
1153.0	-361.484625777	-169.0	169.0	58.0	1000.0	1000.0	167.0	0.0	0.0	-927.0
1154.0	-151.840477296	-232.0	232.0	0.0	1000.0	1000.0	227.0	0.0	0.0	-848.0
1155.0	65.1418881366	-273.0	273.0	0.0	813.0	1000.0	281.0	0.0	0.0	-755.0
1156.0	279.232445352	-310.0	310.0	0.0	410.0	1000.0	405.0	31.0	0.0	-503.0
1157.0	480.293917703	-294.0	294.0	0.0	155.0	1000.0	572.0	35.0	0.0	-259.0
1158.0	658.76299683	-275.0	275.0	0.0	77.0	704.0	929.0	35.0	0.0	-2.0
1159.0	806.10803196	-242.0	242.0	0.0	0.0	331.0	1000.0	87.0	4.0	327.0
1160.0	915.241172621	-176.0	176.0	0.0	0.0	102.0	1000.0	162.0	0.0	547.0
1161.0	980.864874867	-129.0	129.0	0.0	0.0	51.0	756.0	333.0	0.0	747.0
1162.0	999.735593107	-75.0	75.0	6.0	7.0	5.0	470.0	559.0	4.0	1043.0
1163.0	970.831252481	21.0	-21.0	0.0	0.0	0.0	345.0	730.0	0.0	1179.0
1164.0	895.413561738	84.0	-84.0	0.0	0.0	0.0	291.0	821.0	47.0	1238.0
1165.0	776.981179133	138.0	-138.0	6.0	7.0	5.0	237.0	865.0	4.0	1284.0
1166.0	621.114952459	198.0	-198.0	0.0	0.0	0.0	286.0	777.0	0.0	1230.0
1167.0	435.221671232	238.0	-238.0	0.0	0.0	0.0	410.0	646.0	0.0	1111.0
1168.0	228.187742195	264.0	-264.0	0.0	0.0	0.0	583.0	468.0	0.0	945.0
1169.0	9.95868409515	280.0	-280.0	0.0	0.0	51.0	821.0	297.0	0.0	710.0
1170.0	-208.935890402	275.0	-275.0	0.0	0.0	102.0	1000.0	166.0	0.0	550.0
1171.0	-417.889272719	290.0	-290.0	0.0	0.0	321.0	1000.0	79.0	0.0	327.0
1172.0	-606.732297631	279.0	-279.0	0.0	77.0	714.0	821.0	35.0	0.0	-39.0
1173.0	-766.230642384	218.0	-218.0	0.0	147.0	1000.0	513.0	31.0	0.0	-280.0
1174.0	-888.540372712	182.0	-182.0	0.0	480.0	1000.0	340.0	35.0	0.0	-577.0
1175.0	-967.59909236	117.0	-117.0	0.0	1000.0	1000.0	178.0	0.0	4.0	-878.0
1176.0	-999.432954025	36.0	-36.0	65.0	1000.0	1000.0	172.0	0.0	0.0	-929.0
1177.0	-982.363696655	15.0	-15.0	124.0	1000.0	1000.0	108.0	0.0	0.0	-1011.0
1178.0	-917.104609362	-27.0	27.0	137.0	1000.0	1000.0	118.0	0.0	0.0	-1013.0
1179.0	-806.739664374	-61.0	61.0	130.0	1000.0	1000.0	113.0	0.0	0.0	-1012.0
1180.0	-656.585755753	-106.0	106.0	124.0	1000.0	1000.0	167.0	0.0	0.0	-972.0
1181.0	-473.943750717	-149.0	149.0	137.0	1000.0	1000.0	178.0	0.0	0.0	-974.0
1182.0	-267.749621574	-211.0	211.0	58.0	1000.0	1000.0	167.0	0.0	0.0	-927.0
1183.0	-48.1419998898	-263.0	263.0	58.0	1000.0	1000.0	227.0	0.0	0.0	-890.0
1184.0	174.033178673	-319.0	319.0	0.0	720.0	1000.0	335.0	31.0	0.0	-688.0
1185.0	387.756916378	-322.0	322.0	0.0	317.0	1000.0	524.0	35.0	0.0	-388.0
1186.0	582.384059787	-291.0	291.0	0.0	155.0	989.0	816.0	35.0	0.0	-163.0
1187.0	748.175728402	-273.0	273.0	0.0	77.0	484.0	1000.0	79.0	0.0	159.0
1188.0	876.790548761	-215.0	215.0	0.0	0.0	163.0	1000.0	170.0	0.0	505.0
1189.0	961.709745332	-136.0	136.0	0.0	0.0	51.0	821.0	333.0	0.0	734.0
1190.0	998.57418112	-79.0	79.0	0.0	0.0	0.0	518.0	551.0	0.0	1015.0
1191.0	985.415621331	8.0	-8.0	0.0	0.0	0.0	297.0	777.0	4.0	1223.0
1192.0	922.769618556	90.0	-90.0	0.0	0.0	0.0	232.0	908.0	47.0	1296.0
1193.0	813.663242789	144.0	-144.0	0.0	0.0	0.0	232.0	904.0	47.0	1295.0
1194.0	663.47712008	189.0	-189.0	6.0	7.0	5.0	243.0	865.0	4.0	1280.0
1195.0	479.687589777	240.0	-240.0	0.0	0.0	0.0	351.0	734.0	0.0	1176.0
1196.0	271.500922175	271.0	-271.0	0.0	0.0	0.0	464.0	551.0	0.0	1042.0
1197.0	49.3971415409	297.0	-297.0	6.0	7.0	56.0	762.0	341.0	4.0	745.0
1198.0	-175.394218539	276.0	-276.0	0.0	0.0	102.0	1000.0	166.0	0.0	550.0
1199.0	-391.460394907	282.0	-282.0	0.0	0.0	265.0	1000.0	79.0	0.0	361.0
1200.0	-587.785252292	284.0	-284.0	0.0	69.0	647.0	924.0	35.0	0.0	21.0
1201.0	-754.313259136	232.0	-232.0	0.0	147.0	1000.0	637.0	31.0	0.0	-226.0
1202.0	-882.468614936	196.0	-196.0	0.0	403.0	1000.0	459.0	35.0	0.0	-470.0
1203.0	-965.602545109	148.0	-148.0	0.0	899.0	1000.0	286.0	0.0	0.0	-781.0
1204.0	-999.345171905	65.0	-65.0	58.0	1000.0	1000.0	178.0	0.0	0.0	-920.0
1205.0	-981.843017659	18.0	-18.0	130.0	1000.0	1000.0	167.0	0.0	0.0	-976.0
1206.0	-913.868877833	-18.0	18.0	196.0	1000.0	1000.0	167.0	0.0	0.0	-1019.0
1207.0	-798.797237463	-66.0	66.0	209.0	1000.0	1000.0	178.0	0.0	0.0	-1020.0
1208.0	-642.445273594	-113.0	113.0	189.0	1000.0	1000.0	221.0	0.0	0.0	-981.0
1209.0	-452.786438658	-158.0	158.0	196.0	1000.0	1000.0	221.0	31.0	0.0	-985.0
1210.0	-239.550296042	-223.0	223.0	71.0	1000.0	1000.0	232.0	0.0	0.0	-896.0
1211.0	-13.7283286368	-264.0	264.0	65.0	1000.0	1000.0	286.0	0.0	0.0	-859.0
1212.0	212.989459699	-321.0	321.0	58.0	891.0	1000.0	394.0	31.0	0.0	-762.0
1213.0	428.81846013	-357.0	357.0	6.0	333.0	1000.0	643.0	39.0	0.0	-344.0
1214.0	622.492781852	-289.0	289.0	0.0	69.0	984.0	929.0	75.0	0.0	-9.0
1215.0	783.856046576	-237.0	237.0	0.0	77.0	428.0	1000.0	119.0	0.0	214.0
1216.0	904.398555277	-207.0	207.0	0.0	0.0	158.0	1000.0	250.0	0.0	565.0
1217.0	977.712205149	-123.0	123.0	0.0	0.0	51.0	821.0	424.0	0.0	787.0
1218.0	999.838545512	-63.0	63.0	0.0	0.0	0.0	464.0	646.0	0.0	1081.0
1219.0	969.490716373	33.0	-33.0	0.0	0.0	0.0	351.0	821.0	0.0	1200.0
1220.0	888.136448814	93.0	-93.0	0.0	0.0	0.0	237.0	904.0	52.0	1344.0
1221.0	759.936497856	175.0	-175.0	0.0	0.0	0.0	232.0	904.0	47.0	1295.0
1222.0	591.540456	210.0	-210.0	0.0	0.0	0.0	291.0	861.0	47.0	1247.0
1223.0	391.749463356	256.0	-256.0	0.0	0.0	0.0	416.0	690.0	4.0	1123.0
1224.0	171.062486452	285.0	-285.0	0.0	0.0	0.0	643.0	511.0	0.0	942.0
1225.0	-58.8708036512	300.0	-300.0	0.0	0.0	51.0	940.0	333.0	0.0	712.0
1226.0	-285.862311894	299.0	-299.0	0.0	0.0	163.0	1000.0	166.0	0.0	502.0
1227.0	-497.830946019	299.0	-299.0	0.0	69.0	433.0	1000.0	119.0	0.0	221.0
1228.0	-683.447069238	271.0	-271.0	0.0	77.0	928.0	929.0	35.0	0.0	-60.0
1229.0	-832.741548639	231.0	-231.0	6.0	248.0	1000.0	637.0	39.0	0.0	-294.0
1230.0	-937.646499297	192.0	-192.0	0.0	736.0	1000.0	405.0	35.0	0.0	-655.0
1231.0	-992.438137319	101.0	-101.0	58.0	1000.0	1000.0	281.0	31.0	0.0	-857.0
1232.0	-994.057098232	41.0	-41.0	189.0	1000.0	1000.0	221.0	0.0	0.0	-981.0
1233.0	-942.287906565	-11.0	11.0	483.0	1000.0	1000.0	167.0	0.0	0.0	-1179.0
1234.0	-839.786676132	-101.0	101.0	601.0	1000.0	1000.0	162.0	0.0	0.0	-1239.0
1235.0	-691.954193767	-164.0	164.0	535.0	1000.0	1000.0	221.0	31.0	0.0	-1171.0
1236.0	-506.659864746	-199.0	199.0	405.0	1000.0	1000.0	227.0	31.0	0.0	-1102.0
1237.0	-293.830128262	-242.0	242.0	196.0	1000.0	1000.0	340.0	31.0	0.0	-915.0
1238.0	-64.9224421669	-255.0	255.0	58.0	1000.0	1000.0	394.0	31.0	0.0	-795.0
1239.0	167.687628198	-288.0	288.0	58.0	899.0	1000.0	572.0	39.0	0.0	-676.0
1240.0	391.373666837	-320.0	320.0	0.0	317.0	1000.0	870.0	31.0	0.0	-248.0
1241.0	593.944157096	-252.0	252.0	0.0	155.0	862.0	1000.0	75.0	0.0	-25.0
1242.0	764.309487182	-236.0	236.0	6.0	7.0	433.0	1000.0	166.0	4.0	333.0
1243.0	893.093607635	-168.0	168.0	0.0	0.0	158.0	1000.0	297.0	0.0	595.0
1244.0	973.156383427	-113.0	113.0	0.0	0.0	51.0	881.0	460.0	47.0	793.0
1245.0	999.997224175	-61.0	61.0	6.0	7.0	5.0	589.0	646.0	9.0	1023.0
1246.0	972.016787652	15.0	-15.0	0.0	0.0	0.0	410.0	773.0	47.0	1153.0
1247.0	890.621115328	78.0	-78.0	0.0	0.0	0.0	345.0	861.0	47.0	1213.0
1248.0	760.161075424	135.0	-135.0	0.0	0.0	0.0	345.0	813.0	47.0	1202.0
1249.0	587.709001627	184.0	-184.0	0.0	0.0	0.0	410.0	817.0	47.0	1165.0
1250.0	382.683432365	234.0	-234.0	0.0	0.0	0.0	518.0	686.0	47.0	1069.0
1251.0	156.341376913	273.0	-273.0	0.0	0.0	51.0	691.0	547.0	0.0	884.0
1252.0	-78.8349191242	288.0	-288.0	0.0	0.0	51.0	940.0	380.0	0.0	739.0
1253.0	-309.823597795	314.0	-314.0	0.0	0.0	158.0	1000.0	246.0	0.0	562.0
1254.0	-523.783721236	325.0	-325.0	0.0	69.0	423.0	1000.0	158.0	0.0	255.0
1255.0	-708.770897942	288.0	-288.0	0.0	77.0	877.0	1000.0	83.0	4.0	34.0
1256.0	-854.408049065	266.0	-266.0	0.0	310.0	1000.0	751.0	31.0	0.0	-287.0
1257.0	-952.473453654	199.0	-199.0	58.0	968.0	1000.0	448.0	31.0	0.0	-758.0
1258.0	-997.372449458	71.0	-71.0	137.0	1000.0	1000.0	291.0	0.0	0.0	-905.0
1259.0	-986.465339897	24.0	-24.0	620.0	1000.0	1000.0	221.0	0.0	0.0	-1211.0
1260.0	-920.231847366	-87.0	87.0	1000.0	1000.0	1000.0	221.0	35.0	0.0	-1363.0
1261.0	-802.26144154	-168.0	168.0	1000.0	1000.0	1000.0	232.0	0.0	0.0	-1357.0
1262.0	-639.068568335	-215.0	215.0	1000.0	1000.0	1000.0	221.0	31.0	0.0	-1363.0
1263.0	-439.741672641	-276.0	276.0	666.0	1000.0	1000.0	275.0	31.0	0.0	-1200.0
1264.0	-215.444390219	-295.0	295.0	261.0	1000.0	1000.0	389.0	31.0	0.0	-928.0
1265.0	21.2041611335	-284.0	284.0	58.0	1000.0	1000.0	572.0	31.0	0.0	-707.0
1266.0	256.835931607	-288.0	288.0	58.0	558.0	1000.0	751.0	75.0	0.0	-408.0
1267.0	478.087991276	-265.0	265.0	0.0	232.0	1000.0	1000.0	75.0	0.0	-103.0
1268.0	672.361639721	-232.0	232.0	0.0	69.0	596.0	1000.0	166.0	0.0	189.0
1269.0	828.543405603	-191.0	191.0	0.0	0.0	265.0	1000.0	246.0	0.0	487.0
1270.0	937.646499297	-135.0	135.0	0.0	0.0	102.0	989.0	416.0	0.0	708.0
1271.0	993.335401068	-85.0	85.0	0.0	0.0	51.0	702.0	686.0	4.0	941.0
1272.0	992.302571294	-15.0	15.0	0.0	0.0	0.0	529.0	773.0	47.0	1093.0
1273.0	934.474425653	47.0	-47.0	0.0	0.0	0.0	405.0	861.0	47.0	1180.0
1274.0	823.033283248	106.0	-106.0	6.0	7.0	5.0	356.0	865.0	57.0	1266.0
1275.0	664.252437911	180.0	-180.0	0.0	0.0	0.0	405.0	861.0	47.0	1180.0
1276.0	467.152232473	213.0	-213.0	0.0	0.0	0.0	464.0	773.0	47.0	1124.0
1277.0	242.995417089	264.0	-264.0	6.0	7.0	5.0	643.0	686.0	4.0	1016.0
1278.0	4.64954037468	303.0	-303.0	0.0	0.0	45.0	875.0	468.0	0.0	848.0
1279.0	-234.147904599	324.0	-324.0	0.0	0.0	158.0	1000.0	333.0	0.0	617.0
1280.0	-459.579860621	322.0	-322.0	0.0	0.0	372.0	1000.0	158.0	0.0	360.0
1281.0	-658.550248402	305.0	-305.0	0.0	69.0	816.0	1000.0	75.0	0.0	51.0
1282.0	-819.448254563	261.0	-261.0	0.0	310.0	1000.0	864.0	75.0	0.0	-187.0
1283.0	-932.831588634	223.0	-223.0	58.0	1000.0	1000.0	562.0	31.0	0.0	-712.0
1284.0	-991.988201288	83.0	-83.0	209.0	1000.0	1000.0	345.0	35.0	0.0	-921.0
1285.0	-993.342641083	21.0	-21.0	673.0	1000.0	1000.0	275.0	31.0	0.0	-1203.0
1286.0	-936.681968518	-79.0	79.0	1000.0	1000.0	1000.0	275.0	31.0	0.0	-1333.0
1287.0	-825.186459351	-152.0	152.0	1000.0	1000.0	1000.0	286.0	35.0	0.0	-1326.0
1288.0	-665.261629178	-198.0	198.0	1000.0	1000.0	1000.0	275.0	31.0	0.0	-1333.0
1289.0	-466.17974699	-259.0	259.0	941.0	1000.0	1000.0	329.0	31.0	0.0	-1281.0
1290.0	-239.550296042	-312.0	312.0	470.0	1000.0	1000.0	454.0	35.0	0.0	-1009.0
1291.0	1.35088443016	-303.0	303.0	124.0	1000.0	1000.0	632.0	31.0	0.0	-724.0
1292.0	242.355403729	-289.0	289.0	58.0	720.0	1000.0	864.0	75.0	0.0	-435.0
1293.0	469.234226554	-271.0	271.0	6.0	240.0	1000.0	1000.0	123.0	0.0	-75.0
1294.0	668.538947729	-222.0	222.0	0.0	69.0	704.0	1000.0	206.0	0.0	178.0
1295.0	828.402654976	-195.0	195.0	0.0	0.0	265.0	1000.0	289.0	0.0	515.0
1296.0	939.252499421	-127.0	127.0	0.0	0.0	107.0	1000.0	464.0	0.0	727.0
1297.0	994.390863471	-80.0	80.0	0.0	0.0	51.0	702.0	686.0	0.0	941.0
1298.0	990.409409599	-14.0	14.0	0.0	0.0	0.0	578.0	817.0	47.0	1085.0
1299.0	927.409904391	47.0	-47.0	0.0	0.0	0.0	464.0	861.0	47.0	1149.0
1300.0	809.016994375	101.0	-101.0	0.0	0.0	0.0	416.0	861.0	0.0	1174.0
1301.0	642.18041006	159.0	-159.0	0.0	0.0	0.0	459.0	861.0	47.0	1152.0
1302.0	436.776667805	214.0	-214.0	0.0	0.0	0.0	578.0	817.0	0.0	1085.0
1303.0	205.032473114	263.0	-263.0	0.0	0.0	51.0	702.0	642.0	4.0	923.0
1304.0	-39.1970322696	288.0	-288.0	0.0	0.0	51.0	940.0	511.0	0.0	806.0
1305.0	-281.252968206	326.0	-326.0	0.0	0.0	158.0	1000.0	333.0	0.0	617.0
1306.0	-506.55152028	336.0	-336.0	6.0	7.0	382.0	1000.0	210.0	4.0	391.0
1307.0	-701.464258057	327.0	-327.0	0.0	69.0	872.0	1000.0	119.0	0.0	67.0
1308.0	-854.146760373	276.0	-276.0	0.0	395.0	1000.0	924.0	75.0	0.0	-217.0
1309.0	-955.264942333	221.0	-221.0	71.0	1000.0	1000.0	632.0	39.0	0.0	-689.0
1310.0	-998.57418112	92.0	-92.0	261.0	1000.0	1000.0	400.0	31.0	0.0	-922.0
1311.0	-981.31483442	17.0	-17.0	1000.0	1000.0	1000.0	281.0	35.0	0.0	-1329.0
1312.0	-904.398555277	-127.0	127.0	1000.0	1000.0	1000.0	275.0	31.0	0.0	-1333.0
1313.0	-772.37230116	-168.0	168.0	1000.0	1000.0	1000.0	286.0	35.0	0.0	-1326.0
1314.0	-593.160371945	-219.0	219.0	1000.0	1000.0	1000.0	329.0	31.0	0.0	-1303.0
1315.0	-377.598381521	-277.0	277.0	1000.0	1000.0	1000.0	389.0	31.0	0.0	-1271.0
1316.0	-138.785941317	-339.0	339.0	745.0	1000.0	1000.0	448.0	79.0	0.0	-1076.0
1317.0	108.703787561	-355.0	355.0	189.0	1000.0	1000.0	621.0	71.0	0.0	-714.0
1318.0	349.710352372	-318.0	318.0	65.0	806.0	1000.0	913.0	75.0	0.0	-456.0
1319.0	569.414397501	-307.0	307.0	0.0	248.0	1000.0	1000.0	123.0	0.0	-80.0
1320.0	754.251380736	-250.0	250.0	0.0	69.0	540.0	1000.0	242.0	0.0	264.0
1321.0	892.754159158	-188.0	188.0	0.0	0.0	209.0	1000.0	416.0	0.0	627.0
1322.0	976.271824492	-104.0	104.0	6.0	7.0	56.0	756.0	682.0	4.0	919.0
1323.0	999.519305384	-24.0	24.0	0.0	0.0	0.0	470.0	948.0	47.0	1168.0
1324.0	960.92229153	62.0	-62.0	0.0	0.0	0.0	291.0	1000.0	47.0	1274.0
1325.0	862.734385978	123.0	-123.0	6.0	7.0	5.0	237.0	1000.0	52.0	1356.0
1326.0	710.917318809	193.0	-193.0	0.0	0.0	0.0	286.0	1000.0	47.0	1277.0
1327.0	514.789710796	228.0	-228.0	0.0	0.0	0.0	351.0	1000.0	52.0	1286.0
1328.0	286.464354667	299.0	-299.0	0.0	0.0	0.0	459.0	900.0	47.0	1162.0
1329.0	40.1073775957	336.0	-336.0	0.0	0.0	51.0	702.0	726.0	0.0	956.0
1330.0	-208.935890402	349.0	-349.0	0.0	0.0	102.0	1000.0	464.0	0.0	731.0
1331.0	-445.094734338	352.0	-352.0	0.0	69.0	316.0	1000.0	285.0	0.0	398.0
1332.0	-653.547430557	315.0	-315.0	0.0	155.0	816.0	1000.0	126.0	0.0	23.0
1333.0	-821.155185587	253.0	-253.0	0.0	480.0	1000.0	983.0	75.0	0.0	-243.0
1334.0	-937.296589621	208.0	-208.0	124.0	1000.0	1000.0	675.0	71.0	0.0	-651.0
1335.0	-994.549226774	102.0	-102.0	470.0	1000.0	1000.0	508.0	39.0	0.0	-981.0
1336.0	-989.174205006	2.0	-2.0	1000.0	1000.0	1000.0	383.0	31.0	0.0	-1274.0
1337.0	-921.371387163	-105.0	105.0	1000.0	1000.0	1000.0	329.0	31.0	0.0	-1303.0
1338.0	-795.287297055	-152.0	152.0	1000.0	1000.0	1000.0	394.0	79.0	0.0	-1205.0
1339.0	-618.77316872	-175.0	175.0	1000.0	1000.0	1000.0	389.0	71.0	0.0	-1214.0
1340.0	-402.906435714	-243.0	243.0	1000.0	1000.0	1000.0	443.0	71.0	0.0	-1188.0
1341.0	-161.304118118	-307.0	307.0	947.0	1000.0	1000.0	502.0	79.0	0.0	-1134.0
1342.0	90.7299159504	-367.0	367.0	326.0	1000.0	1000.0	621.0	71.0	0.0	-795.0
1343.0	337.170843436	-339.0	339.0	58.0	1000.0	1000.0	913.0	75.0	0.0	-518.0
1344.0	562.291228118	-324.0	324.0	0.0	395.0	1000.0	1000.0	115.0	0.0	-168.0
1345.0	751.667165385	-275.0	275.0	0.0	147.0	760.0	1000.0	206.0	0.0	98.0
1346.0	893.107740305	-238.0	238.0	0.0	77.0	265.0	1000.0	373.0	0.0	473.0
1347.0	977.447602772	-151.0	151.0	0.0	0.0	102.0	924.0	630.0	0.0	818.0
1348.0	999.150671038	-54.0	54.0	0.0	0.0	0.0	529.0	904.0	0.0	1130.0
1349.0	956.684617797	51.0	-51.0	0.0	0.0	0.0	291.0	1000.0	52.0	1322.0
