n	R (ref)	uL	uR	sensor 0	sensor 1	sensor 2	sensor 3	sensor 4	sensor 5	error
575.0	-126.245788508	-51.0	51.0	0.0	41.0	939.0	286.0	0.0	0.0	-267.0
576.0	-73.1243903407	-57.0	57.0	0.0	46.0	944.0	291.0	0.0	0.0	-265.0
577.0	-19.0491481879	-73.0	73.0	3.0	50.0	888.0	297.0	0.0	4.0	-250.0
578.0	35.3448303704	-85.0	85.0	0.0	46.0	888.0	356.0	0.0	0.0	-214.0
579.0	89.4131279548	-90.0	90.0	0.0	41.0	832.0	345.0	0.0	0.0	-207.0
580.0	142.509631235	-104.0	104.0	0.0	41.0	766.0	400.0	0.0	0.0	-157.0
581.0	193.994284052	-105.0	105.0	0.0	41.0	771.0	470.0	0.0	0.0	-122.0
582.0	243.240887769	-109.0	109.0	0.0	46.0	664.0	518.0	0.0	0.0	-62.0
583.0	289.644854155	-105.0	105.0	0.0	46.0	598.0	578.0	0.0	0.0	-9.0
584.0	332.630814589	-102.0	102.0	0.0	46.0	548.0	643.0	34.0	0.0	39.0
585.0	371.659988996	-99.0	99.0	0.0	0.0	487.0	767.0	34.0	0.0	111.0
586.0	406.237218776	-88.0	88.0	0.0	0.0	436.0	816.0	34.0	0.0	151.0
587.0	435.91757007	-85.0	85.0	0.0	0.0	390.0	886.0	41.0	9.0	194.0
588.0	460.312417004	-79.0	79.0	0.0	0.0	324.0	945.0	34.0	0.0	244.0
589.0	479.094919102	-70.0	70.0	0.0	0.0	324.0	1000.0	34.0	0.0	255.0
590.0	492.004812826	-71.0	71.0	0.0	0.0	279.0	1000.0	38.0	4.0	281.0
591.0	498.852444104	-65.0	65.0	0.0	0.0	274.0	1000.0	34.0	0.0	284.0
592.0	499.52197676	-64.0	64.0	0.0	0.0	274.0	1000.0	38.0	4.0	284.0
593.0	493.97372082	-62.0	62.0	3.0	4.0	279.0	1000.0	41.0	9.0	281.0
594.0	482.245534732	-60.0	60.0	0.0	0.0	274.0	1000.0	76.0	4.0	353.0
595.0	464.453266376	-33.0	33.0	0.0	0.0	269.0	1000.0	76.0	0.0	356.0
596.0	440.790209375	-25.0	25.0	0.0	0.0	218.0	994.0	34.0	0.0	320.0
597.0	411.525563436	-27.0	27.0	0.0	0.0	279.0	1000.0	76.0	4.0	350.0
598.0	377.001900073	-8.0	8.0	0.0	0.0	269.0	1000.0	76.0	0.0	356.0
599.0	337.631648074	5.0	-5.0	0.0	0.0	269.0	994.0	76.0	0.0	355.0
600.0	293.892626146	18.0	-18.0	0.0	0.0	279.0	1000.0	80.0	0.0	353.0
601.0	246.322663237	31.0	-31.0	0.0	0.0	269.0	1000.0	76.0	0.0	356.0
602.0	195.5133599	48.0	-48.0	0.0	0.0	274.0	994.0	34.0	0.0	283.0
603.0	142.10305654	42.0	-42.0	0.0	0.0	279.0	1000.0	38.0	4.0	281.0
604.0	86.769086251	58.0	-58.0	0.0	0.0	269.0	1000.0	34.0	0.0	288.0
605.0	30.2194011655	77.0	-77.0	0.0	0.0	324.0	1000.0	34.0	0.0	255.0
606.0	-26.8163285675	84.0	-84.0	3.0	4.0	329.0	940.0	41.0	9.0	240.0
607.0	-83.5960348562	96.0	-96.0	0.0	0.0	380.0	886.0	38.0	4.0	199.0
608.0	-139.374874552	101.0	-101.0	0.0	0.0	431.0	881.0	34.0	0.0	171.0
609.0	-193.415032346	109.0	-109.0	3.0	4.0	441.0	827.0	41.0	9.0	152.0
610.0	-244.995575822	118.0	-118.0	0.0	0.0	492.0	702.0	34.0	0.0	87.0
611.0	-293.422231364	114.0	-114.0	0.0	46.0	543.0	637.0	34.0	0.0	39.0
612.0	-338.036947894	113.0	-113.0	0.0	41.0	649.0	572.0	0.0	0.0	-32.0
613.0	-378.227115454	103.0	-103.0	0.0	41.0	715.0	470.0	0.0	0.0	-104.0
614.0	-413.434307533	92.0	-92.0	0.0	46.0	832.0	405.0	0.0	0.0	-173.0
615.0	-443.162419739	81.0	-81.0	0.0	41.0	878.0	345.0	0.0	0.0	-218.0
616.0	-466.985083039	74.0	-74.0	0.0	41.0	888.0	297.0	0.0	0.0	-250.0
617.0	-484.552237131	70.0	-70.0	0.0	41.0	888.0	286.0	0.0	0.0	-257.0
618.0	-495.595758752	71.0	-71.0	0.0	41.0	934.0	286.0	0.0	0.0	-266.0
619.0	-499.934050533	69.0	-69.0	0.0	46.0	944.0	243.0	0.0	9.0	-296.0
620.0	-497.475508491	60.0	-60.0	0.0	41.0	944.0	227.0	0.0	0.0	-307.0
621.0	-488.220800146	54.0	-54.0	0.0	41.0	994.0	227.0	0.0	0.0	-315.0
622.0	-472.263900428	47.0	-47.0	3.0	50.0	1000.0	237.0	0.0	9.0	-309.0
623.0	-449.791848856	42.0	-42.0	0.0	41.0	1000.0	232.0	0.0	0.0	-312.0
624.0	-421.083208693	32.0	-32.0	0.0	46.0	1000.0	232.0	0.0	0.0	-312.0
625.0	-386.505226681	22.0	-22.0	3.0	50.0	1000.0	237.0	0.0	9.0	-309.0
626.0	-346.509710308	11.0	-11.0	0.0	46.0	1000.0	232.0	0.0	4.0	-312.0
627.0	-301.627658133	-3.0	3.0	0.0	41.0	1000.0	232.0	0.0	0.0	-312.0
628.0	-252.462697177	-17.0	17.0	0.0	41.0	989.0	232.0	0.0	0.0	-310.0
629.0	-199.683399547	-33.0	33.0	0.0	41.0	994.0	227.0	0.0	0.0	-315.0
630.0	-144.014568007	-51.0	51.0	0.0	46.0	1000.0	291.0	0.0	4.0	-275.0
631.0	-86.2275969062	-56.0	56.0	0.0	46.0	939.0	291.0	0.0	4.0	-264.0
632.0	-27.13003036	-70.0	70.0	0.0	46.0	944.0	297.0	0.0	4.0	-261.0
633.0	32.4455462431	-87.0	87.0	0.0	46.0	888.0	345.0	0.0	0.0	-221.0
634.0	91.6531329109	-93.0	93.0	0.0	46.0	822.0	345.0	0.0	4.0	-205.0
635.0	149.64530077	-106.0	106.0	0.0	46.0	832.0	416.0	0.0	9.0	-167.0
636.0	205.585369215	-111.0	111.0	0.0	46.0	771.0	459.0	0.0	0.0	-127.0
637.0	258.659600626	-115.0	115.0	0.0	46.0	654.0	518.0	0.0	0.0	-59.0
638.0	308.089234945	-110.0	110.0	3.0	4.0	609.0	589.0	0.0	9.0	-9.0
639.0	353.142185162	-108.0	108.0	0.0	0.0	548.0	643.0	34.0	0.0	39.0
640.0	393.144216068	-106.0	106.0	0.0	0.0	431.0	756.0	34.0	0.0	136.0
641.0	427.489432686	-87.0	87.0	3.0	4.0	390.0	886.0	41.0	9.0	194.0
642.0	455.649911507	-78.0	78.0	0.0	0.0	329.0	881.0	34.0	0.0	228.0
643.0	477.18431701	-74.0	74.0	0.0	0.0	324.0	945.0	34.0	0.0	244.0
644.0	491.745357955	-74.0	74.0	0.0	0.0	269.0	994.0	34.0	0.0	287.0
645.0	499.08595231	-63.0	63.0	0.0	0.0	279.0	1000.0	34.0	0.0	281.0
646.0	499.063986504	-65.0	65.0	0.0	0.0	269.0	1000.0	76.0	0.0	356.0
647.0	491.645573527	-40.0	40.0	0.0	0.0	274.0	1000.0	76.0	4.0	353.0
648.0	476.906735202	-36.0	36.0	0.0	0.0	223.0	1000.0	80.0	0.0	390.0
649.0	455.033456332	-19.0	19.0	0.0	0.0	269.0	1000.0	76.0	0.0	356.0
650.0	426.320082177	-21.0	21.0	0.0	0.0	218.0	994.0	76.0	0.0	389.0
651.0	391.166055368	0.0	0.0	0.0	0.0	223.0	1000.0	38.0	4.0	317.0
652.0	350.071013764	-9.0	9.0	0.0	0.0	269.0	1000.0	76.0	0.0	356.0
653.0	303.628296293	15.0	-15.0	0.0	0.0	218.0	1000.0	76.0	0.0	390.0
654.0	252.516929314	41.0	-41.0	3.0	4.0	228.0	1000.0	41.0	9.0	314.0
655.0	197.492190915	34.0	-34.0	0.0	0.0	274.0	1000.0	34.0	0.0	284.0
656.0	139.374874552	43.0	-43.0	0.0	0.0	269.0	1000.0	34.0	0.0	288.0
657.0	79.0393960418	62.0	-62.0	0.0	0.0	274.0	1000.0	38.0	4.0	284.0
658.0	17.4009088187	79.0	-79.0	0.0	0.0	269.0	1000.0	34.0	0.0	288.0
659.0	-44.5983888872	99.0	-99.0	0.0	0.0	324.0	945.0	34.0	0.0	244.0
660.0	-106.003554961	105.0	-105.0	0.0	0.0	375.0	875.0	34.0	0.0	200.0
661.0	-165.861598917	109.0	-109.0	0.0	0.0	390.0	827.0	34.0	0.0	179.0
662.0	-223.236348078	120.0	-120.0	0.0	0.0	487.0	762.0	34.0	0.0	110.0
663.0	-277.22325337	116.0	-116.0	0.0	41.0	538.0	691.0	30.0	0.0	62.0
664.0	-326.963900079	116.0	-116.0	0.0	41.0	604.0	583.0	30.0	0.0	-9.0
665.0	-371.659988996	108.0	-108.0	0.0	46.0	664.0	518.0	0.0	0.0	-62.0
666.0	-410.586557204	104.0	-104.0	0.0	41.0	766.0	400.0	0.0	0.0	-157.0
667.0	-443.104215404	85.0	-85.0	0.0	41.0	832.0	351.0	0.0	9.0	-204.0
668.0	-468.670190071	79.0	-79.0	0.0	46.0	888.0	291.0	0.0	4.0	-254.0
669.0	-486.847973824	69.0	-69.0	0.0	46.0	944.0	291.0	0.0	0.0	-265.0
670.0	-497.315405996	69.0	-69.0	0.0	50.0	944.0	237.0	0.0	4.0	-300.0
671.0	-499.871027334	59.0	-59.0	0.0	41.0	1000.0	227.0	0.0	0.0	-315.0
672.0	-494.438577714	53.0	-53.0	0.0	46.0	1000.0	232.0	0.0	0.0	-312.0
673.0	-481.069533423	50.0	-50.0	3.0	50.0	1000.0	237.0	0.0	4.0	-309.0
674.0	-459.943610562	45.0	-45.0	0.0	41.0	1000.0	227.0	0.0	0.0	-315.0
675.0	-431.367192989	34.0	-34.0	0.0	41.0	994.0	227.0	0.0	0.0	-315.0
676.0	-395.769676456	24.0	-24.0	0.0	46.0	989.0	232.0	0.0	0.0	-310.0
677.0	-353.697754799	12.0	-12.0	0.0	46.0	944.0	232.0	0.0	4.0	-303.0
678.0	-305.807708444	0.0	0.0	0.0	46.0	1000.0	232.0	0.0	4.0	-312.0
679.0	-252.85578979	-17.0	17.0	0.0	46.0	994.0	232.0	0.0	4.0	-311.0
680.0	-195.686833419	-34.0	34.0	0.0	41.0	994.0	237.0	0.0	0.0	-308.0
681.0	-135.221251106	-51.0	51.0	0.0	46.0	944.0	232.0	0.0	0.0	-303.0
682.0	-72.4406016709	-69.0	69.0	0.0	46.0	1000.0	232.0	0.0	0.0	-312.0
683.0	-8.37195318122	-90.0	90.0	0.0	46.0	944.0	297.0	0.0	9.0	-261.0
684.0	55.9287204874	-94.0	94.0	0.0	41.0	883.0	345.0	0.0	0.0	-220.0
685.0	119.393845881	-101.0	101.0	0.0	46.0	822.0	345.0	0.0	0.0	-205.0
686.0	180.961979219	-115.0	115.0	3.0	50.0	776.0	416.0	0.0	9.0	-152.0
687.0	239.595666422	-117.0	117.0	0.0	46.0	720.0	470.0	0.0	0.0	-106.0
688.0	294.299133862	-120.0	120.0	0.0	41.0	598.0	578.0	0.0	0.0	-9.0
689.0	344.135506999	-105.0	105.0	3.0	4.0	553.0	648.0	3.0	9.0	39.0
690.0	388.243256344	-104.0	104.0	0.0	0.0	441.0	762.0	34.0	0.0	133.0
691.0	425.85157777	-87.0	87.0	0.0	0.0	380.0	881.0	34.0	0.0	198.0
692.0	456.294426932	-77.0	77.0	0.0	0.0	329.0	881.0	38.0	4.0	228.0
693.0	479.022945452	-75.0	75.0	0.0	0.0	329.0	940.0	34.0	0.0	240.0
694.0	493.616039369	-75.0	75.0	0.0	0.0	269.0	1000.0	34.0	0.0	288.0
695.0	499.78889785	-63.0	63.0	0.0	0.0	274.0	994.0	34.0	0.0	283.0
696.0	497.39927195	-64.0	64.0	0.0	0.0	279.0	1000.0	34.0	0.0	281.0
697.0	486.451368855	-61.0	61.0	0.0	0.0	213.0	1000.0	72.0	0.0	390.0
698.0	467.097255976	-23.0	23.0	0.0	0.0	218.0	1000.0	76.0	4.0	390.0
699.0	439.635710946	-14.0	14.0	0.0	0.0	223.0	1000.0	41.0	9.0	317.0
700.0	404.508497187	-26.0	26.0	0.0	0.0	218.0	1000.0	76.0	0.0	390.0
701.0	362.294089761	8.0	-8.0	0.0	0.0	269.0	1000.0	76.0	0.0	356.0
702.0	313.69892166	12.0	-12.0	0.0	0.0	223.0	1000.0	38.0	4.0	317.0
703.0	259.546265972	17.0	-17.0	0.0	0.0	269.0	1000.0	34.0	0.0	288.0
704.0	200.762913484	26.0	-26.0	0.0	0.0	269.0	1000.0	34.0	0.0	288.0
705.0	138.363847506	44.0	-44.0	3.0	4.0	279.0	1000.0	41.0	9.0	281.0
706.0	73.4351572616	62.0	-62.0	0.0	0.0	269.0	1000.0	34.0	0.0	288.0
707.0	7.11546716836	84.0	-84.0	0.0	0.0	269.0	1000.0	34.0	0.0	288.0
708.0	-59.4238088602	104.0	-104.0	0.0	0.0	274.0	935.0	34.0	0.0	273.0
709.0	-124.99905208	119.0	-119.0	0.0	0.0	335.0	886.0	34.0	0.0	225.0
710.0	-188.435505206	123.0	-123.0	0.0	0.0	431.0	821.0	34.0	0.0	155.0
711.0	-248.588447658	120.0	-120.0	0.0	0.0	487.0	697.0	34.0	0.0	88.0
712.0	-304.364098284	117.0	-117.0	0.0	46.0	604.0	583.0	34.0	0.0	-9.0
713.0	-354.739862017	103.0	-103.0	0.0	41.0	659.0	518.0	0.0	0.0	-60.0
714.0	-398.783541885	101.0	-101.0	0.0	46.0	766.0	405.0	0.0	0.0	-155.0
715.0	-435.671149782	84.0	-84.0	0.0	46.0	888.0	356.0	0.0	9.0	-214.0
716.0	-464.702968474	75.0	-75.0	0.0	46.0	944.0	351.0	0.0	4.0	-229.0
717.0	-485.317543096	76.0	-76.0	0.0	46.0	944.0	291.0	0.0	0.0	-265.0
718.0	-497.103312828	69.0	-69.0	3.0	50.0	944.0	297.0	0.0	9.0	-261.0
719.0	-499.807631787	71.0	-71.0	0.0	41.0	994.0	286.0	0.0	0.0	-277.0
720.0	-493.342972104	64.0	-64.0	0.0	46.0	944.0	232.0	0.0	0.0	-303.0
721.0	-477.790150837	52.0	-52.0	3.0	50.0	944.0	243.0	0.0	9.0	-296.0
722.0	-453.398475021	47.0	-47.0	0.0	41.0	1000.0	227.0	0.0	0.0	-315.0
723.0	-420.582754945	31.0	-31.0	0.0	46.0	944.0	232.0	0.0	4.0	-303.0
724.0	-379.91719357	22.0	-22.0	0.0	41.0	989.0	227.0	0.0	0.0	-314.0
725.0	-332.126218956	5.0	-5.0	0.0	46.0	1000.0	232.0	0.0	4.0	-312.0
726.0	-278.07238541	-9.0	9.0	0.0	41.0	1000.0	227.0	0.0	0.0	-315.0
727.0	-218.741526814	-28.0	28.0	0.0	46.0	939.0	232.0	0.0	0.0	-302.0
728.0	-155.225400962	-43.0	43.0	0.0	46.0	1000.0	243.0	0.0	4.0	-305.0
729.0	-88.7021158122	-64.0	64.0	0.0	41.0	994.0	286.0	0.0	0.0	-277.0
730.0	-20.4146759893	-76.0	76.0	0.0	41.0	934.0	286.0	0.0	0.0	-266.0
731.0	48.3519700379	-94.0	94.0	0.0	41.0	888.0	297.0	0.0	9.0	-250.0
732.0	116.294966197	-109.0	109.0	0.0	41.0	883.0	345.0	0.0	0.0	-220.0
733.0	182.118224265	-120.0	120.0	0.0	46.0	822.0	405.0	0.0	0.0	-170.0
734.0	244.557274107	-124.0	124.0	3.0	4.0	720.0	470.0	0.0	9.0	-106.0
735.0	302.403812593	-122.0	122.0	0.0	46.0	664.0	589.0	0.0	4.0	-30.0
736.0	354.529472487	-115.0	115.0	0.0	41.0	538.0	632.0	30.0	0.0	40.0
737.0	399.908339227	-107.0	107.0	3.0	4.0	441.0	767.0	41.0	9.0	134.0
738.0	437.637759519	-90.0	90.0	0.0	0.0	390.0	886.0	38.0	4.0	194.0
739.0	466.957010997	-81.0	81.0	0.0	0.0	324.0	945.0	38.0	4.0	244.0
740.0	487.263436393	-72.0	72.0	0.0	0.0	274.0	935.0	34.0	0.0	273.0
741.0	498.12568852	-67.0	67.0	0.0	0.0	218.0	1000.0	34.0	0.0	321.0
742.0	499.293782932	-53.0	53.0	0.0	0.0	218.0	1000.0	34.0	0.0	321.0
743.0	490.705712861	-50.0	50.0	0.0	0.0	213.0	1000.0	76.0	0.0	393.0
744.0	472.490444705	-23.0	23.0	0.0	0.0	223.0	1000.0	80.0	0.0	390.0
745.0	444.967180993	-16.0	16.0	0.0	0.0	213.0	1000.0	76.0	0.0	393.0
746.0	408.640850021	-4.0	4.0	0.0	0.0	218.0	994.0	76.0	0.0	389.0
747.0	364.193855922	7.0	-7.0	0.0	0.0	223.0	1000.0	38.0	4.0	317.0
748.0	312.47419829	1.0	-1.0	0.0	0.0	213.0	1000.0	72.0	0.0	390.0
749.0	254.480145232	40.0	-40.0	0.0	0.0	213.0	1000.0	72.0	0.0	390.0
750.0	191.341716183	59.0	-59.0	0.0	0.0	223.0	1000.0	38.0	4.0	317.0
751.0	124.299299624	57.0	-57.0	0.0	0.0	274.0	1000.0	34.0	0.0	284.0
752.0	54.6797944249	68.0	-68.0	0.0	0.0	274.0	1000.0	34.0	0.0	284.0
753.0	-16.1292795713	90.0	-90.0	3.0	4.0	279.0	945.0	38.0	4.0	272.0
754.0	-86.7072070517	107.0	-107.0	0.0	0.0	329.0	886.0	34.0	0.0	229.0
755.0	-155.628504324	115.0	-115.0	0.0	0.0	380.0	886.0	34.0	0.0	199.0
756.0	-221.491783762	126.0	-126.0	0.0	0.0	431.0	756.0	34.0	0.0	136.0
757.0	-282.948472661	125.0	-125.0	0.0	0.0	553.0	648.0	34.0	0.0	39.0
758.0	-338.730796471	113.0	-113.0	0.0	41.0	598.0	578.0	0.0	0.0	-9.0
759.0	-387.678441345	113.0	-113.0	0.0	41.0	710.0	459.0	0.0	0.0	-108.0
760.0	-428.763328097	96.0	-96.0	0.0	46.0	776.0	416.0	0.0	4.0	-152.0
761.0	-461.111958969	92.0	-92.0	0.0	41.0	883.0	345.0	0.0	0.0	-220.0
762.0	-484.024839695	79.0	-79.0	0.0	46.0	934.0	291.0	0.0	0.0	-263.0
763.0	-496.992531628	69.0	-69.0	0.0	46.0	944.0	237.0	0.0	9.0	-300.0
764.0	-499.70795131	59.0	-59.0	0.0	46.0	1000.0	232.0	0.0	4.0	-312.0
765.0	-492.074606783	54.0	-54.0	0.0	46.0	1000.0	232.0	0.0	0.0	-312.0
766.0	-474.210539728	48.0	-48.0	3.0	50.0	1000.0	237.0	0.0	9.0	-309.0
767.0	-446.447828856	41.0	-41.0	0.0	46.0	1000.0	232.0	0.0	4.0	-312.0
768.0	-409.327600932	29.0	-29.0	0.0	46.0	1000.0	232.0	0.0	0.0	-312.0
769.0	-363.590589841	15.0	-15.0	3.0	50.0	1000.0	237.0	0.0	9.0	-309.0
770.0	-310.163378988	0.0	0.0	0.0	46.0	1000.0	232.0	0.0	4.0	-312.0
771.0	-250.140556275	-18.0	18.0	0.0	41.0	1000.0	227.0	0.0	0.0	-315.0
772.0	-184.763101756	-39.0	39.0	0.0	46.0	989.0	232.0	0.0	0.0	-310.0
773.0	-115.393413869	-58.0	58.0	0.0	46.0	1000.0	232.0	0.0	0.0	-312.0
774.0	-43.4874588936	-80.0	80.0	0.0	46.0	944.0	232.0	0.0	4.0	-303.0
775.0	29.4354018256	-99.0	99.0	0.0	41.0	934.0	286.0	0.0	0.0	-266.0
776.0	101.824293081	-110.0	110.0	0.0	46.0	888.0	356.0	0.0	4.0	-214.0
777.0	172.129754461	-115.0	115.0	0.0	41.0	827.0	400.0	0.0	0.0	-175.0
778.0	238.837021727	-123.0	123.0	0.0	46.0	710.0	459.0	0.0	0.0	-108.0
779.0	300.498946864	-122.0	122.0	0.0	46.0	609.0	529.0	0.0	9.0	-36.0
780.0	355.767838605	-117.0	117.0	0.0	0.0	548.0	643.0	34.0	0.0	39.0
781.0	403.425516696	-109.0	109.0	0.0	0.0	431.0	756.0	34.0	0.0	136.0
782.0	442.41090032	-91.0	91.0	3.0	4.0	390.0	827.0	41.0	9.0	179.0
783.0	471.844493668	-87.0	87.0	0.0	0.0	324.0	886.0	34.0	0.0	232.0
784.0	491.049189072	-77.0	77.0	0.0	0.0	269.0	945.0	34.0	0.0	278.0
785.0	499.56687944	-66.0	66.0	3.0	4.0	279.0	1000.0	41.0	9.0	281.0
786.0	497.170455599	-64.0	64.0	0.0	0.0	218.0	1000.0	38.0	4.0	321.0
787.0	483.870859134	-48.0	48.0	0.0	0.0	218.0	1000.0	34.0	0.0	321.0
788.0	459.918965347	-41.0	41.0	0.0	0.0	218.0	1000.0	34.0	0.0	321.0
789.0	425.802182054	-31.0	31.0	0.0	0.0	213.0	1000.0	72.0	0.0	390.0
790.0	382.235765712	2.0	-2.0	0.0	0.0	213.0	1000.0	76.0	0.0	393.0
791.0	330.148974274	18.0	-18.0	0.0	0.0	213.0	994.0	76.0	0.0	393.0
792.0	270.66629373	36.0	-36.0	0.0	0.0	228.0	1000.0	38.0	4.0	314.0
793.0	205.08408966	32.0	-32.0	0.0	0.0	213.0	1000.0	34.0	0.0	324.0
794.0	134.843143846	56.0	-56.0	0.0	0.0	269.0	994.0	34.0	0.0	287.0
795.0	61.4976363156	67.0	-67.0	0.0	0.0	279.0	1000.0	41.0	9.0	281.0
796.0	-13.318777271	88.0	-88.0	0.0	0.0	269.0	940.0	34.0	0.0	277.0
797.0	-87.9290664664	109.0	-109.0	0.0	0.0	324.0	945.0	34.0	0.0	244.0
798.0	-160.650317321	121.0	-121.0	3.0	4.0	335.0	886.0	41.0	9.0	225.0
799.0	-229.831781734	136.0	-136.0	0.0	0.0	441.0	767.0	34.0	0.0	134.0
800.0	-293.892626146	128.0	-128.0	0.0	41.0	538.0	691.0	34.0	0.0	62.0
801.0	-351.358513668	123.0	-123.0	3.0	4.0	604.0	583.0	0.0	9.0	-9.0
802.0	-400.896166387	117.0	-117.0	0.0	46.0	720.0	470.0	0.0	4.0	-106.0
803.0	-441.345087095	100.0	-100.0	0.0	46.0	832.0	405.0	0.0	4.0	-173.0
804.0	-471.745671796	89.0	-89.0	0.0	46.0	878.0	291.0	0.0	0.0	-252.0
805.0	-491.363015242	71.0	-71.0	0.0	46.0	1000.0	232.0	0.0	0.0	-312.0
806.0	-499.705800157	56.0	-56.0	0.0	46.0	1000.0	232.0	0.0	0.0	-312.0
807.0	-496.539765092	55.0	-55.0	0.0	41.0	989.0	232.0	0.0	0.0	-310.0
808.0	-481.895363819	51.0	-51.0	0.0	41.0	1000.0	237.0	0.0	0.0	-309.0
809.0	-456.069358475	44.0	-44.0	0.0	46.0	1000.0	232.0	0.0	0.0	-312.0
810.0	-419.620226326	32.0	-32.0	0.0	41.0	1000.0	232.0	0.0	0.0	-312.0
811.0	-373.357403184	18.0	-18.0	0.0	46.0	1000.0	237.0	0.0	9.0	-309.0
812.0	-318.324531688	2.0	-2.0	0.0	41.0	1000.0	227.0	0.0	0.0	-315.0
813.0	-255.77702665	-17.0	17.0	0.0	46.0	1000.0	232.0	0.0	4.0	-312.0
814.0	-187.154408871	-37.0	37.0	3.0	50.0	1000.0	237.0	0.0	9.0	-309.0
815.0	-114.047989964	-58.0	58.0	0.0	41.0	994.0	227.0	0.0	0.0	-315.0
816.0	-38.1646103794	-82.0	82.0	0.0	46.0	1000.0	232.0	0.0	4.0	-312.0
817.0	38.7127620262	-105.0	105.0	3.0	50.0	944.0	243.0	0.0	9.0	-296.0
818.0	114.766677747	-123.0	123.0	0.0	46.0	888.0	356.0	0.0	0.0	-214.0
819.0	188.188132621	-120.0	120.0	0.0	41.0	827.0	400.0	0.0	0.0	-175.0
820.0	257.219766891	-129.0	129.0	0.0	41.0	710.0	459.0	0.0	0.0	-108.0
821.0	320.19830454	-128.0	128.0	0.0	46.0	659.0	589.0	0.0	0.0	-29.0
822.0	375.595202961	-121.0	121.0	0.0	0.0	543.0	637.0	34.0	0.0	39.0
823.0	422.054509827	-114.0	114.0	0.0	0.0	436.0	756.0	34.0	0.0	134.0
824.0	458.426975642	-97.0	97.0	0.0	0.0	385.0	881.0	34.0	0.0	195.0
825.0	483.79954618	-86.0	86.0	0.0	0.0	269.0	1000.0	34.0	0.0	288.0
826.0	497.519457405	-62.0	62.0	0.0	0.0	269.0	994.0	34.0	0.0	287.0
827.0	499.212274706	-63.0	63.0	0.0	0.0	223.0	1000.0	38.0	4.0	317.0
828.0	488.793355752	-51.0	51.0	0.0	0.0	218.0	1000.0	76.0	4.0	390.0
829.0	466.472369083	-22.0	22.0	0.0	0.0	213.0	1000.0	72.0	0.0	390.0
830.0	432.750665127	-12.0	12.0	0.0	0.0	223.0	1000.0	80.0	4.0	390.0
831.0	388.411469001	0.0	0.0	0.0	0.0	218.0	1000.0	76.0	0.0	390.0
832.0	334.503040928	16.0	-16.0	0.0	0.0	218.0	1000.0	76.0	0.0	390.0
833.0	272.315126224	35.0	-35.0	3.0	4.0	223.0	1000.0	41.0	9.0	317.0
834.0	203.349188108	33.0	-33.0	0.0	0.0	218.0	1000.0	34.0	0.0	321.0
835.0	129.283078723	57.0	-57.0	0.0	0.0	213.0	1000.0	34.0	0.0	324.0
836.0	51.9309524349	81.0	-81.0	0.0	0.0	218.0	1000.0	34.0	0.0	321.0
837.0	-26.800643199	104.0	-104.0	0.0	0.0	279.0	1000.0	34.0	0.0	281.0
838.0	-104.959453229	115.0	-115.0	0.0	0.0	324.0	940.0	34.0	0.0	243.0
839.0	-180.595846367	126.0	-126.0	0.0	0.0	380.0	875.0	34.0	0.0	197.0
840.0	-251.811600818	134.0	-134.0	0.0	0.0	441.0	821.0	34.0	0.0	150.0
841.0	-316.807924426	139.0	-139.0	0.0	0.0	543.0	702.0	34.0	0.0	63.0
842.0	-373.931489019	130.0	-130.0	0.0	41.0	649.0	578.0	0.0	0.0	-29.0
843.0	-421.717290136	117.0	-117.0	0.0	46.0	776.0	470.0	0.0	9.0	-123.0
844.0	-458.927205425	100.0	-100.0	0.0	46.0	832.0	345.0	0.0	0.0	-207.0
845.0	-484.583216856	83.0	-83.0	0.0	46.0	944.0	286.0	0.0	0.0	-268.0
846.0	-497.994381903	68.0	-68.0	3.0	50.0	1000.0	237.0	0.0	9.0	-309.0
847.0	-498.776784347	56.0	-56.0	0.0	46.0	1000.0	232.0	0.0	4.0	-312.0
848.0	-486.865863215	52.0	-52.0	0.0	92.0	1000.0	227.0	0.0	0.0	-398.0
849.0	-462.520704695	19.0	-19.0	3.0	55.0	1000.0	183.0	3.0	9.0	-397.0
850.0	-426.320082177	8.0	-8.0	0.0	92.0	1000.0	232.0	0.0	0.0	-395.0
851.0	-379.15023902	-4.0	4.0	0.0	92.0	1000.0	232.0	0.0	0.0	-395.0
852.0	-322.184621923	-21.0	21.0	0.0	46.0	1000.0	172.0	0.0	0.0	-354.0
853.0	-256.855984475	-29.0	29.0	0.0	46.0	1000.0	232.0	0.0	4.0	-312.0
854.0	-184.821484931	-38.0	38.0	0.0	41.0	1000.0	232.0	0.0	0.0	-312.0
855.0	-107.92159415	-61.0	61.0	0.0	46.0	1000.0	232.0	0.0	4.0	-312.0
856.0	-28.1338035108	-84.0	84.0	0.0	41.0	1000.0	237.0	0.0	0.0	-309.0
857.0	52.4777262932	-108.0	108.0	0.0	41.0	944.0	286.0	0.0	0.0	-268.0
858.0	131.815310957	-119.0	119.0	0.0	46.0	934.0	291.0	0.0	4.0	-263.0
859.0	207.802325442	-141.0	141.0	0.0	46.0	832.0	356.0	0.0	9.0	-201.0
860.0	278.437808244	-143.0	143.0	0.0	41.0	771.0	459.0	0.0	0.0	-127.0
861.0	341.849649169	-140.0	140.0	0.0	46.0	598.0	578.0	0.0	4.0	-9.0
